iter	Passed	Remaining
426	327	4269
427	327	4266
428	328	4263
429	329	4264
430	329	4262
431	330	4261
432	331	4259
433	331	4257
434	332	4255
435	333	4254
436	334	4252
437	335	4254
438	335	4253
439	336	4249
440	336	4246
441	337	4244
442	338	4241
443	338	4239
444	339	4238
445	340	4236
446	340	4233
447	341	4230
448	342	4228
449	342	4228
450	343	4225
451	344	4224
452	344	4222
453	345	4219
454	346	4217
455	346	4215
456	347	4212
457	347	4210
458	348	4206
459	349	4204
460	349	4201
461	350	4199
462	351	4197
463	351	4196
464	352	4193
465	352	4191
466	353	4189
467	354	4188
468	354	4186
469	355	4183
470	356	4181
471	356	4178
472	357	4176
473	358	4176
474	358	4174
475	359	4171
476	360	4170
477	360	4168
478	361	4167
479	362	4166
480	363	4166
481	363	4167
482	364	4165
483	365	4165
484	366	4163
485	367	4164
486	367	4165
487	368	4163
488	369	4162
489	370	4163
490	371	4163
491	371	4162
492	372	4160
493	373	4159
494	374	4160
495	374	4159
496	375	4158
497	376	4157
498	377	4157
499	377	4155
500	378	4153
501	379	4151
502	379	4149
503	380	4147
504	381	4146
505	381	4144
506	382	4142
507	382	4140
508	383	4138
509	384	4136
510	384	4134
511	385	4134
512	386	4133
513	387	4134
514	388	4132
515	388	4132
516	389	4130
517	390	4128
518	390	4126
519	391	4126
520	392	4124
521	392	4123
522	393	4121
523	394	4121
524	395	4120
525	395	4119
526	396	4117
527	397	4120
528	398	4118
529	399	4118
530	399	4117
531	400	4116
532	401	4115
533	401	4113
534	402	4111
535	403	4108
536	403	4106
537	404	4105
538	405	4103
539	405	4101
540	406	4100
541	407	4100
542	407	4099
543	408	4097
544	409	4095
545	409	4093
546	410	4091
547	411	4089
548	411	4086
549	412	4085
550	412	4084
551	413	4084
552	414	4082
553	415	4081
554	415	4080
555	416	4078
556	417	4076
557	417	4074
558	418	4071
559	418	4069
560	419	4069
561	420	4067
562	421	4070
563	422	4070
564	423	4069
565	423	4068
566	424	4067
567	425	4066
568	425	4064
569	426	4065
570	427	4065
571	428	4063
572	428	4062
573	429	4060
574	430	4059
575	431	4058
576	431	4058
577	432	4057
578	433	4055
579	433	4053
580	434	4051
581	435	4049
582	435	4050
583	436	4049
584	437	4047
585	437	4045
586	438	4046
587	439	4044
588	439	4042
589	440	4040
590	441	4038
591	441	4036
592	442	4033
593	443	4033
594	443	4032
595	444	4031
596	445	4030
597	446	4029
598	446	4028
599	447	4026
600	448	4025
601	448	4023
602	449	4022
603	450	4021
604	451	4026
605	452	4024
606	452	4024
607	453	4025
608	454	4024
609	455	4023
610	455	4021
611	456	4019
612	457	4016
613	457	4014
614	458	4013
615	459	4012
616	459	4011
617	460	4009
618	461	4008
619	461	4007
620	462	4009
621	463	4008
622	464	4006
623	464	4005
624	465	4004
625	466	4003
626	466	4001
627	467	3999
628	468	3998
629	468	3997
630	469	3996
631	470	3994
632	470	3991
633	471	3989
634	471	3987
635	472	3985
636	473	3983
637	473	3981
638	474	3979
639	474	3977
640	475	3975
641	476	3976
642	477	3975
643	477	3973
644	478	3973
645	479	3971
646	479	3970
647	480	3968
648	481	3969
649	482	3967
650	482	3965
651	483	3963
652	483	3961
653	484	3959
654	485	3958
655	485	3956
656	486	3954
657	486	3952
658	487	3949
659	487	3947
660	488	3945
661	489	3943
662	489	3942
663	490	3941
664	491	3939
665	491	3937
666	492	3937
667	493	3937
668	493	3935
669	494	3934
670	495	3933
671	495	3931
672	496	3929
673	497	3928
674	497	3927
675	498	3925
676	499	3924
677	499	3923
678	500	3921
679	501	3919
680	501	3917
681	502	3916
682	503	3917
683	503	3915
684	504	3917
685	505	3915
686	506	3915
687	507	3915
688	507	3914
689	508	3916
690	509	3915
691	510	3914
692	510	3912
693	511	3910
694	512	3909
695	512	3908
696	513	3907
697	514	3906
698	514	3904
699	515	3902
700	516	3901
701	516	3899
702	517	3898
703	517	3896
704	518	3894
705	519	3892
706	519	3892
707	520	3891
708	521	3889
709	521	3888
710	522	3886
711	523	3886
712	523	3884
713	524	3883
714	525	3882
715	525	3880
716	526	3879
717	527	3878
718	528	3880
719	529	3885
720	530	3884
721	531	3883
722	531	3881
723	532	3883
724	533	3881
725	534	3879
726	534	3877
727	535	3877
728	536	3876
729	536	3875
730	537	3874
731	538	3872
732	538	3870
733	539	3869
734	539	3868
735	540	3866
736	541	3864
737	541	3862
738	542	3860
739	542	3859
740	543	3858
741	544	3857
742	544	3855
743	545	3854
744	546	3852
745	546	3850
746	547	3848
747	547	3847
748	548	3845
749	549	3843
750	549	3841
751	550	3839
752	551	3840
753	551	3838
754	552	3837
755	553	3835
756	553	3834
757	554	3832
758	554	3831
759	555	3829
760	555	3827
761	556	3825
762	557	3823
763	557	3821
764	558	3820
765	558	3819
766	559	3817
767	560	3816
768	560	3814
769	561	3814
770	562	3812
771	562	3811
772	563	3809
773	564	3808
774	564	3807
775	565	3806
776	566	3805
777	566	3804
778	567	3803
779	568	3802
780	568	3801
781	569	3799
782	570	3798
783	570	3797
784	571	3795
785	571	3794
786	572	3792
787	573	3791
788	573	3790
789	574	3789
790	575	3788
791	575	3786
792	576	3784
793	577	3783
794	577	3781
795	578	3780
796	579	3781
797	579	3779
798	580	3777
799	580	3775
800	581	3774
801	582	3773
802	582	3772
803	583	3771
804	584	3769
805	584	3768
806	585	3766
807	585	3764
808	586	3763
809	587	3763
810	588	3765
811	589	3764
812	589	3764
813	590	3762
814	591	3761
815	591	3759
816	592	3758
817	593	3758
818	593	3757
819	594	3755
820	595	3755
821	596	3754
822	597	3755
823	597	3754
824	598	3753
825	599	3752
826	599	3751
827	600	3750
828	601	3750
829	601	3749
830	602	3748
831	603	3746
832	603	3745
833	604	3743
834	605	3742
835	605	3742
836	606	3741
837	607	3739
838	607	3738
839	608	3737
840	609	3736
841	609	3734
842	610	3733
843	610	3732
844	611	3730
845	612	3731
846	613	3731
847	614	3730
848	614	3728
849	615	3729
850	616	3727
851	616	3726
852	617	3725
853	617	3723
854	618	3721
855	619	3720
856	619	3719
857	620	3719
858	621	3718
859	622	3717
860	622	3716
861	623	3715
862	624	3714
863	624	3713
864	625	3712
865	625	3710
866	626	3709
867	627	3708
868	628	3708
869	628	3707
870	629	3706
871	630	3705
872	630	3704
873	631	3703
874	632	3702
875	632	3701
876	633	3699
877	633	3698
878	634	3696
879	635	3695
880	635	3695
881	636	3694
882	637	3693
883	638	3693
884	638	3692
885	639	3690
886	640	3689
887	640	3687
888	641	3686
889	641	3684
890	642	3682
891	643	3682
892	643	3682
893	644	3681
894	645	3680
895	646	3680
896	646	3678
897	647	3677
898	647	3675
899	648	3673
900	648	3672
901	649	3670
902	649	3668
903	650	3667
904	651	3667
905	652	3666
906	652	3665
907	653	3664
908	653	3662
909	654	3660
910	654	3658
911	655	3657
912	656	3655
913	656	3653
914	657	3651
915	657	3649
916	658	3648
917	658	3647
918	659	3646
919	660	3644
920	660	3643
921	661	3641
922	661	3640
923	662	3638
924	662	3637
925	663	3635
926	663	3633
927	664	3631
928	665	3629
929	665	3628
930	666	3627
931	666	3626
932	667	3625
933	668	3623
934	668	3622
935	669	3620
936	669	3618
937	670	3617
938	670	3615
939	671	3613
940	671	3612
941	672	3610
942	672	3608
943	673	3607
944	674	3606
945	674	3604
946	675	3603
947	675	3601
948	676	3600
949	676	3598
950	677	3596
951	677	3594
952	678	3593
953	678	3591
954	679	3589
955	679	3587
956	680	3585
957	681	3584
958	681	3583
959	682	3581
960	682	3580
961	683	3579
962	684	3578
963	684	3576
964	685	3575
965	685	3573
966	686	3571
967	686	3570
968	687	3568
969	687	3566
970	688	3564
971	688	3563
972	689	3562
973	690	3561
974	690	3560
975	691	3558
976	691	3557
977	692	3555
978	693	3554
979	693	3552
980	694	3551
981	694	3549
982	695	3547
983	695	3547
984	696	3547
985	697	3546
986	698	3545
987	698	3544
988	699	3543
989	699	3541
990	700	3539
991	700	3538
992	701	3536
993	701	3534
994	702	3533
995	702	3531
996	703	3529
997	704	3529
998	704	3527
999	705	3526
1000	705	3525
1001	706	3523
1002	707	3522
1003	707	3521
1004	708	3519
1005	708	3518
1006	709	3516
1007	709	3514
1008	710	3513
1009	710	3511
1010	711	3509
1011	711	3508
1012	712	3507
1013	713	3506
1014	713	3505
1015	714	3503
1016	714	3502
1017	715	3500
1018	715	3499
1019	716	3498
1020	716	3496
1021	717	3494
1022	718	3493
1023	718	3491
1024	719	3491
1025	719	3490
1026	720	3489
1027	721	3487
1028	721	3486
1029	722	3485
1030	722	3483
1031	723	3482
1032	723	3480
1033	724	3479
1034	724	3477
1035	725	3476
1036	725	3474
1037	726	3472
1038	727	3471
1039	727	3470
1040	728	3469
1041	728	3467
1042	729	3466
1043	729	3465
1044	730	3463
1045	731	3462
1046	731	3461
1047	732	3459
1048	732	3459
1049	733	3457
1050	733	3455
1051	734	3454
1052	735	3454
1053	735	3453
1054	736	3452
1055	737	3450
1056	737	3449
1057	738	3448
1058	738	3446
1059	739	3445
1060	739	3444
1061	740	3442
1062	740	3440
1063	741	3439
1064	741	3437
1065	742	3436
1066	743	3435
1067	743	3434
1068	744	3433
1069	745	3432
1070	745	3431
1071	746	3430
1072	746	3428
1073	747	3427
1074	747	3425
1075	748	3424
1076	748	3422
1077	749	3421
1078	750	3420
1079	751	3421
1080	751	3420
1081	752	3419
1082	753	3418
1083	753	3417
1084	754	3415
1085	754	3414
1086	755	3412
1087	755	3411
1088	756	3409
1089	756	3408
1090	757	3406
1091	757	3405
1092	758	3404
1093	758	3403
1094	759	3401
1095	760	3400
1096	760	3399
1097	761	3397
1098	761	3396
1099	762	3395
1100	762	3393
1101	763	3392
1102	763	3390
1103	764	3389
1104	764	3388
1105	765	3387
1106	766	3386
1107	766	3385
1108	767	3386
1109	768	3385
1110	768	3383
1111	769	3382
1112	769	3380
1113	770	3379
1114	770	3377
1115	771	3376
1116	771	3374
1117	772	3373
1118	773	3372
1119	773	3371
1120	774	3370
1121	774	3369
1122	775	3367
1123	776	3366
1124	776	3365
1125	777	3363
1126	777	3362
1127	778	3360
1128	778	3359
1129	779	3357
1130	779	3356
1131	780	3354
1132	780	3353
1133	781	3352
1134	781	3351
1135	782	3350
1136	783	3349
1137	783	3347
1138	784	3346
1139	784	3345
1140	785	3344
1141	785	3342
1142	786	3341
1143	786	3339
1144	787	3338
1145	787	3337
1146	788	3336
1147	789	3335
1148	789	3334
1149	790	3333
1150	790	3332
1151	791	3331
1152	792	3329
1153	792	3328
1154	793	3326
1155	793	3325
1156	794	3323
1157	794	3322
1158	795	3321
1159	795	3320
1160	796	3321
1161	797	3319
1162	797	3318
1163	798	3317
1164	799	3316
1165	799	3315
1166	800	3313
1167	800	3312
1168	801	3311
1169	801	3309
1170	802	3308
1171	802	3306
1172	803	3305
1173	803	3304
1174	804	3304
1175	805	3303
1176	805	3302
1177	806	3301
1178	807	3300
1179	807	3298
1180	808	3297
1181	808	3295
1182	809	3294
1183	809	3293
1184	810	3291
1185	810	3290
1186	811	3289
1187	811	3288
1188	812	3287
1189	813	3286
1190	813	3285
1191	814	3285
1192	814	3283
1193	815	3282
1194	815	3280
1195	816	3279
1196	816	3278
1197	817	3276
1198	817	3275
1199	818	3274
1200	819	3273
1201	819	3272
1202	820	3271
1203	820	3270
1204	821	3269
1205	822	3267
1206	822	3266
1207	823	3265
1208	823	3263
1209	824	3262
1210	824	3261
1211	825	3260
1212	825	3258
1213	826	3257
1214	826	3256
1215	827	3255
1216	828	3254
1217	828	3253
1218	829	3252
1219	829	3250
1220	830	3249
1221	830	3248
1222	831	3246
1223	831	3245
1224	832	3244
1225	832	3242
1226	833	3241
1227	833	3240
1228	834	3239
1229	835	3238
1230	835	3238
1231	836	3236
1232	836	3235
1233	837	3234
1234	837	3232
1235	838	3231
1236	838	3230
1237	839	3229
1238	840	3230
1239	841	3231
1240	842	3231
1241	843	3231
1242	844	3232
1243	846	3234
1244	846	3234
1245	847	3234
1246	848	3233
1247	849	3232
1248	849	3232
1249	850	3230
1250	850	3229
1251	851	3228
1252	851	3226
1253	852	3225
1254	852	3224
1255	853	3223
1256	854	3222
1257	854	3221
1258	855	3220
1259	855	3218
1260	856	3217
1261	856	3216
1262	857	3215
1263	857	3213
1264	858	3213
1265	859	3212
1266	859	3211
1267	860	3210
1268	860	3209
1269	861	3208
1270	862	3207
1271	862	3206
1272	863	3206
1273	864	3205
1274	864	3204
1275	865	3203
1276	865	3202
1277	866	3201
1278	867	3200
1279	867	3199
1280	868	3198
1281	868	3197
1282	869	3196
1283	870	3195
1284	870	3194
1285	871	3193
1286	871	3192
1287	872	3191
1288	872	3189
1289	873	3188
1290	873	3187
1291	874	3186
1292	875	3185
1293	876	3186
1294	876	3185
1295	877	3184
1296	877	3183
1297	878	3182
1298	878	3180
1299	879	3179
1300	880	3178
1301	880	3177
1302	881	3176
1303	881	3175
1304	882	3175
1305	883	3174
1306	883	3173
1307	884	3172
1308	885	3171
1309	885	3171
1310	886	3169
1311	886	3168
1312	887	3167
1313	887	3166
1314	888	3165
1315	888	3163
1316	889	3163
1317	890	3162
1318	890	3161
1319	891	3160
1320	892	3159
1321	892	3158
1322	893	3157
1323	893	3156
1324	894	3155
1325	894	3154
1326	895	3152
1327	895	3151
1328	896	3150
1329	896	3149
1330	897	3148
1331	898	3148
1332	898	3147
1333	899	3146
1334	900	3145
1335	900	3144
1336	901	3143
1337	901	3142
1338	902	3141
1339	902	3139
1340	903	3138
1341	903	3137
1342	904	3136
1343	905	3135
1344	905	3134
1345	906	3133
1346	906	3132
1347	907	3131
1348	908	3130
1349	908	3129
1350	909	3128
1351	909	3127
1352	910	3126
1353	910	3125
1354	911	3123
1355	911	3122
1356	912	3121
1357	912	3120
1358	913	3119
1359	914	3119
1360	914	3117
1361	915	3117
1362	915	3116
1363	916	3115
1364	917	3114
1365	917	3113
1366	918	3111
1367	918	3110
1368	919	3109
1369	919	3108
1370	920	3107
1371	920	3106
1372	921	3106
1373	922	3105
1374	922	3104
1375	923	3103
1376	924	3102
1377	924	3101
1378	925	3100
1379	925	3098
1380	926	3097
1381	926	3096
1382	927	3095
1383	927	3094
1384	928	3094
1385	929	3094
1386	930	3093
1387	930	3092
1388	931	3091
1389	931	3090
1390	932	3090
1391	933	3089
1392	933	3088
1393	934	3087
1394	934	3086
1395	935	3085
1396	936	3084
1397	936	3083
1398	937	3083
1399	937	3081
1400	938	3080
1401	939	3079
1402	939	3079
1403	940	3077
1404	940	3076
1405	941	3075
1406	941	3074
1407	942	3073
1408	942	3072
1409	943	3071
1410	944	3071
1411	945	3070
1412	945	3069
1413	946	3069
1414	946	3068
1415	947	3067
1416	948	3066
1417	948	3065
1418	949	3063
1419	949	3062
1420	950	3061
1421	950	3060
1422	951	3059
1423	951	3058
1424	952	3058
1425	953	3057
1426	953	3056
1427	954	3055
1428	954	3054
1429	955	3053
1430	955	3052
1431	956	3051
1432	957	3050
1433	957	3049
1434	958	3047
1435	958	3047
1436	959	3046
1437	960	3046
1438	960	3045
1439	961	3044
1440	961	3043
1441	962	3042
1442	963	3041
1443	963	3040
1444	964	3039
1445	964	3037
1446	965	3036
1447	965	3035
1448	966	3035
1449	967	3034
1450	967	3034
1451	968	3032
1452	968	3031
1453	969	3030
1454	969	3029
1455	970	3028
1456	970	3027
1457	971	3025
1458	971	3024
1459	972	3023
1460	972	3022
1461	973	3021
1462	974	3020
1463	974	3019
1464	975	3018
1465	975	3017
1466	976	3016
1467	976	3016
1468	977	3014
1469	977	3013
1470	978	3012
1471	979	3011
1472	979	3010
1473	980	3009
1474	980	3008
1475	981	3008
1476	982	3007
1477	982	3006
1478	983	3005
1479	983	3004
1480	984	3003
1481	984	3002
1482	985	3001
1483	985	2999
1484	986	2998
1485	986	2997
1486	987	2996
1487	987	2995
1488	988	2994
1489	989	2994
1490	989	2993
1491	990	2992
1492	991	2992
1493	991	2991
1494	992	2989
1495	992	2988
1496	993	2987
1497	993	2986
1498	994	2985
1499	994	2984
1500	995	2983
1501	995	2982
1502	996	2981
1503	997	2981
1504	997	2980
1505	998	2979
1506	998	2978
1507	999	2977
1508	1000	2976
1509	1000	2975
1510	1001	2973
1511	1001	2972
1512	1002	2971
1513	1002	2970
1514	1003	2969
1515	1003	2968
1516	1004	2967
1517	1004	2967
1518	1005	2966
1519	1006	2965
1520	1006	2964
1521	1007	2963
1522	1007	2962
1523	1008	2961
1524	1008	2960
1525	1009	2959
1526	1009	2958
1527	1010	2957
1528	1011	2956
1529	1011	2955
1530	1012	2954
1531	1012	2954
1532	1013	2953
1533	1013	2952
1534	1014	2951
1535	1015	2951
1536	1016	2950
1537	1016	2949
1538	1017	2948
1539	1017	2947
1540	1018	2946
1541	1018	2945
1542	1019	2944
1543	1019	2943
1544	1020	2942
1545	1021	2941
1546	1021	2941
1547	1022	2940
1548	1022	2939
1549	1023	2938
1550	1023	2936
1551	1024	2935
1552	1024	2934
1553	1025	2933
1554	1025	2932
1555	1026	2931
1556	1027	2931
1557	1027	2930
1558	1028	2929
1559	1029	2928
1560	1029	2928
1561	1030	2927
1562	1030	2926
1563	1031	2925
1564	1032	2924
1565	1032	2923
1566	1033	2923
1567	1033	2922
1568	1034	2921
1569	1035	2920
1570	1035	2919
1571	1036	2918
1572	1036	2917
1573	1037	2916
1574	1037	2915
1575	1038	2914
1576	1038	2913
1577	1039	2912
1578	1039	2911
1579	1040	2910
1580	1040	2909
1581	1041	2908
1582	1041	2907
1583	1042	2907
1584	1043	2906
1585	1044	2905
1586	1044	2905
1587	1045	2904
1588	1045	2903
1589	1046	2902
1590	1046	2901
1591	1047	2900
1592	1047	2899
1593	1048	2898
1594	1048	2896
1595	1049	2895
1596	1050	2895
1597	1050	2894
1598	1051	2893
1599	1051	2892
1600	1052	2891
1601	1052	2890
1602	1053	2889
1603	1053	2888
1604	1054	2887
1605	1055	2886
1606	1055	2885
1607	1056	2884
1608	1056	2883
1609	1057	2882
1610	1057	2881
1611	1058	2881
1612	1059	2880
1613	1059	2879
1614	1060	2878
1615	1060	2877
1616	1061	2876
1617	1061	2875
1618	1062	2874
1619	1062	2873
1620	1063	2872
1621	1063	2871
1622	1064	2870
1623	1064	2869
1624	1065	2868
1625	1066	2867
1626	1066	2866
1627	1067	2866
1628	1067	2865
1629	1068	2864
1630	1068	2863
1631	1069	2862
1632	1069	2861
1633	1070	2860
1634	1071	2859
1635	1071	2858
1636	1072	2857
1637	1072	2856
1638	1073	2855
1639	1073	2855
1640	1074	2854
1641	1075	2853
1642	1075	2852
1643	1076	2851
1644	1076	2850
1645	1077	2849
1646	1077	2848
1647	1078	2847
1648	1078	2846
1649	1079	2845
1650	1079	2844
1651	1080	2843
1652	1081	2843
1653	1081	2842
1654	1082	2841
1655	1082	2840
1656	1083	2839
1657	1084	2838
1658	1084	2837
1659	1085	2836
1660	1085	2835
1661	1086	2834
1662	1086	2833
1663	1087	2833
1664	1087	2832
1665	1088	2831
1666	1089	2830
1667	1089	2829
1668	1090	2828
1669	1090	2828
1670	1091	2827
1671	1091	2826
1672	1092	2825
1673	1092	2824
1674	1093	2822
1675	1093	2821
1676	1094	2820
1677	1094	2819
1678	1095	2818
1679	1095	2817
1680	1096	2816
1681	1096	2816
1682	1097	2815
1683	1098	2814
1684	1098	2813
1685	1099	2812
1686	1099	2811
1687	1100	2810
1688	1100	2809
1689	1101	2809
1690	1101	2808
1691	1102	2806
1692	1102	2805
1693	1103	2805
1694	1104	2804
1695	1104	2804
1696	1105	2803
1697	1106	2802
1698	1106	2801
1699	1107	2800
1700	1107	2799
1701	1108	2798
1702	1108	2797
1703	1109	2796
1704	1109	2795
1705	1110	2794
1706	1110	2793
1707	1111	2793
1708	1112	2792
1709	1112	2791
1710	1113	2790
1711	1113	2789
1712	1114	2788
1713	1114	2788
1714	1115	2787
1715	1116	2786
1716	1116	2785
1717	1117	2784
1718	1117	2783
1719	1118	2782
1720	1118	2781
1721	1119	2780
1722	1119	2779
1723	1120	2778
1724	1120	2778
1725	1121	2777
1726	1121	2776
1727	1122	2775
1728	1123	2774
1729	1123	2773
1730	1124	2772
1731	1124	2771
1732	1125	2770
1733	1125	2769
1734	1126	2768
1735	1127	2768
1736	1127	2767
1737	1128	2766
1738	1128	2765
1739	1129	2764
1740	1129	2763
1741	1130	2762
1742	1130	2761
1743	1131	2760
1744	1131	2759
1745	1132	2758
1746	1132	2757
1747	1133	2756
1748	1134	2756
1749	1134	2755
1750	1135	2754
1751	1135	2753
1752	1136	2752
1753	1136	2751
1754	1137	2750
1755	1137	2749
1756	1138	2748
1757	1138	2747
1758	1139	2746
1759	1139	2745
1760	1140	2744
1761	1140	2744
1762	1141	2743
1763	1142	2742
1764	1142	2741
1765	1143	2741
1766	1143	2740
1767	1144	2739
1768	1145	2738
1769	1145	2738
1770	1146	2737
1771	1146	2736
1772	1147	2735
1773	1147	2733
1774	1148	2733
1775	1148	2732
1776	1149	2731
1777	1150	2731
1778	1150	2730
1779	1151	2729
1780	1151	2728
1781	1152	2727
1782	1152	2726
1783	1153	2726
1784	1154	2725
1785	1154	2724
1786	1155	2723
1787	1155	2722
1788	1156	2721
1789	1156	2720
1790	1157	2719
1791	1158	2719
1792	1158	2718
1793	1159	2717
1794	1159	2716
1795	1160	2716
1796	1160	2715
1797	1161	2714
1798	1161	2713
1799	1162	2712
1800	1162	2711
1801	1163	2710
1802	1164	2709
1803	1164	2708
1804	1165	2708
1805	1165	2707
1806	1166	2706
1807	1167	2706
1808	1167	2705
1809	1168	2704
1810	1168	2703
1811	1169	2702
1812	1169	2701
1813	1170	2700
1814	1170	2699
1815	1171	2698
1816	1171	2698
1817	1172	2697
1818	1173	2696
1819	1174	2696
1820	1174	2695
1821	1175	2694
1822	1175	2693
1823	1176	2692
1824	1176	2691
1825	1177	2690
1826	1177	2689
1827	1178	2689
1828	1178	2688
1829	1179	2688
1830	1180	2687
