iter	Passed	Remaining
1831	1180	2686
1832	1181	2685
1833	1181	2684
1834	1182	2683
1835	1183	2683
1836	1183	2682
1837	1184	2681
1838	1184	2680
1839	1185	2679
1840	1185	2678
1841	1186	2677
1842	1186	2677
1843	1187	2676
1844	1188	2675
1845	1188	2675
1846	1189	2674
1847	1189	2673
1848	1190	2672
1849	1190	2671
1850	1191	2670
1851	1191	2669
1852	1192	2668
1853	1192	2667
1854	1193	2666
1855	1193	2665
1856	1194	2665
1857	1195	2664
1858	1195	2663
1859	1196	2662
1860	1196	2661
1861	1197	2661
1862	1197	2660
1863	1198	2659
1864	1198	2658
1865	1199	2657
1866	1200	2656
1867	1200	2655
1868	1201	2655
1869	1201	2654
1870	1202	2653
1871	1203	2652
1872	1203	2652
1873	1204	2651
1874	1204	2650
1875	1205	2650
1876	1206	2649
1877	1206	2648
1878	1207	2647
1879	1207	2647
1880	1208	2646
1881	1208	2645
1882	1209	2644
1883	1210	2643
1884	1210	2642
1885	1211	2642
1886	1211	2641
1887	1212	2640
1888	1212	2639
1889	1213	2638
1890	1214	2638
1891	1214	2637
1892	1215	2636
1893	1215	2635
1894	1216	2635
1895	1217	2635
1896	1218	2634
1897	1218	2633
1898	1219	2633
1899	1220	2632
1900	1220	2631
1901	1221	2630
1902	1221	2630
1903	1222	2629
1904	1222	2628
1905	1223	2627
1906	1223	2626
1907	1224	2625
1908	1224	2624
1909	1225	2624
1910	1226	2624
1911	1227	2623
1912	1227	2623
1913	1228	2622
1914	1228	2621
1915	1229	2620
1916	1229	2619
1917	1230	2618
1918	1231	2617
1919	1231	2616
1920	1232	2616
1921	1232	2615
1922	1233	2614
1923	1233	2614
1924	1234	2613
1925	1235	2612
1926	1235	2612
1927	1236	2611
1928	1237	2610
1929	1237	2609
1930	1238	2609
1931	1238	2608
1932	1239	2607
1933	1240	2607
1934	1240	2606
1935	1241	2606
1936	1242	2605
1937	1243	2605
1938	1243	2604
1939	1244	2603
1940	1244	2603
1941	1245	2602
1942	1246	2601
1943	1246	2600
1944	1247	2600
1945	1247	2599
1946	1248	2598
1947	1248	2598
1948	1249	2597
1949	1250	2596
1950	1250	2595
1951	1251	2594
1952	1251	2594
1953	1252	2593
1954	1252	2592
1955	1253	2591
1956	1254	2590
1957	1254	2589
1958	1255	2588
1959	1255	2587
1960	1256	2587
1961	1256	2586
1962	1257	2585
1963	1257	2584
1964	1258	2583
1965	1258	2583
1966	1259	2582
1967	1259	2581
1968	1260	2580
1969	1260	2579
1970	1261	2578
1971	1262	2577
1972	1262	2576
1973	1263	2575
1974	1263	2575
1975	1264	2574
1976	1264	2573
1977	1265	2573
1978	1266	2572
1979	1266	2571
1980	1267	2570
1981	1267	2570
1982	1268	2569
1983	1268	2568
1984	1269	2567
1985	1269	2566
1986	1270	2565
1987	1270	2564
1988	1271	2564
1989	1272	2563
1990	1272	2562
1991	1273	2562
1992	1273	2561
1993	1274	2560
1994	1275	2559
1995	1275	2558
1996	1276	2557
1997	1276	2557
1998	1277	2556
1999	1277	2555
2000	1278	2554
2001	1278	2553
2002	1279	2553
2003	1280	2552
2004	1280	2551
2005	1281	2551
2006	1281	2550
2007	1282	2549
2008	1282	2548
2009	1283	2547
2010	1284	2547
2011	1284	2546
2012	1285	2545
2013	1286	2545
2014	1286	2544
2015	1287	2544
2016	1288	2543
2017	1288	2543
2018	1289	2542
2019	1289	2541
2020	1290	2540
2021	1291	2540
2022	1291	2539
2023	1292	2538
2024	1293	2538
2025	1294	2538
2026	1294	2537
2027	1295	2536
2028	1295	2535
2029	1296	2535
2030	1296	2534
2031	1297	2533
2032	1297	2532
2033	1298	2531
2034	1298	2530
2035	1299	2529
2036	1299	2528
2037	1300	2528
2038	1300	2527
2039	1301	2526
2040	1302	2525
2041	1302	2524
2042	1303	2523
2043	1303	2523
2044	1304	2522
2045	1304	2521
2046	1305	2520
2047	1305	2519
2048	1306	2518
2049	1306	2518
2050	1307	2517
2051	1307	2516
2052	1308	2515
2053	1308	2514
2054	1309	2513
2055	1310	2513
2056	1310	2512
2057	1311	2511
2058	1311	2510
2059	1312	2509
2060	1312	2509
2061	1313	2508
2062	1313	2507
2063	1314	2506
2064	1314	2505
2065	1315	2504
2066	1315	2503
2067	1316	2503
2068	1317	2502
2069	1317	2501
2070	1318	2500
2071	1318	2500
2072	1319	2499
2073	1319	2498
2074	1320	2497
2075	1320	2496
2076	1321	2495
2077	1321	2494
2078	1322	2493
2079	1322	2492
2080	1323	2492
2081	1323	2491
2082	1324	2490
2083	1325	2489
2084	1325	2489
2085	1326	2488
2086	1326	2487
2087	1327	2487
2088	1327	2486
2089	1328	2485
2090	1329	2484
2091	1329	2483
2092	1330	2482
2093	1330	2481
2094	1331	2481
2095	1331	2480
2096	1332	2479
2097	1332	2478
2098	1333	2478
2099	1333	2477
2100	1334	2476
2101	1335	2475
2102	1335	2475
2103	1336	2474
2104	1336	2473
2105	1337	2472
2106	1338	2472
2107	1338	2471
2108	1339	2470
2109	1339	2470
2110	1340	2469
2111	1340	2468
2112	1341	2467
2113	1342	2467
2114	1342	2466
2115	1343	2465
2116	1343	2465
2117	1344	2464
2118	1345	2463
2119	1345	2462
2120	1346	2461
2121	1346	2460
2122	1347	2459
2123	1347	2459
2124	1348	2458
2125	1348	2457
2126	1349	2456
2127	1349	2455
2128	1350	2454
2129	1350	2454
2130	1351	2453
2131	1351	2452
2132	1352	2451
2133	1352	2450
2134	1353	2449
2135	1353	2448
2136	1354	2447
2137	1354	2447
2138	1355	2446
2139	1355	2445
2140	1358	2449
2141	1359	2448
2142	1360	2447
2143	1360	2447
2144	1361	2446
2145	1361	2445
2146	1362	2444
2147	1362	2443
2148	1363	2443
2149	1363	2442
2150	1364	2441
2151	1365	2440
2152	1365	2440
2153	1366	2439
2154	1366	2438
2155	1367	2437
2156	1367	2437
2157	1368	2436
2158	1368	2435
2159	1369	2434
2160	1370	2433
2161	1370	2433
2162	1371	2432
2163	1371	2431
2164	1372	2431
2165	1373	2430
2166	1373	2429
2167	1374	2429
2168	1374	2428
2169	1375	2427
2170	1375	2426
2171	1376	2425
2172	1376	2424
2173	1377	2424
2174	1377	2423
2175	1378	2422
2176	1379	2421
2177	1379	2421
2178	1380	2420
2179	1380	2419
2180	1381	2418
2181	1381	2417
2182	1382	2416
2183	1382	2416
2184	1383	2415
2185	1383	2414
2186	1384	2413
2187	1384	2412
2188	1385	2411
2189	1385	2411
2190	1386	2410
2191	1387	2409
2192	1387	2409
2193	1388	2408
2194	1388	2407
2195	1389	2406
2196	1389	2406
2197	1390	2405
2198	1391	2404
2199	1391	2403
2200	1392	2402
2201	1392	2402
2202	1393	2401
2203	1393	2400
2204	1394	2399
2205	1394	2398
2206	1395	2398
2207	1395	2397
2208	1396	2396
2209	1397	2395
2210	1397	2395
2211	1398	2394
2212	1398	2393
2213	1399	2393
2214	1399	2392
2215	1400	2391
2216	1401	2390
2217	1401	2389
2218	1402	2389
2219	1402	2388
2220	1403	2388
2221	1404	2387
2222	1404	2386
2223	1405	2385
2224	1405	2385
2225	1406	2384
2226	1406	2383
2227	1407	2382
2228	1407	2381
2229	1408	2381
2230	1409	2380
2231	1409	2379
2232	1410	2378
2233	1410	2378
2234	1411	2377
2235	1411	2376
2236	1412	2375
2237	1412	2375
2238	1413	2374
2239	1414	2373
2240	1414	2372
2241	1415	2371
2242	1415	2371
2243	1416	2370
2244	1416	2369
2245	1417	2368
2246	1417	2368
2247	1418	2367
2248	1418	2366
2249	1419	2366
2250	1420	2365
2251	1421	2365
2252	1421	2364
2253	1422	2363
2254	1422	2362
2255	1423	2361
2256	1423	2361
2257	1424	2360
2258	1425	2359
2259	1425	2359
2260	1426	2358
2261	1426	2357
2262	1427	2357
2263	1428	2356
2264	1428	2356
2265	1429	2355
2266	1429	2354
2267	1430	2354
2268	1431	2353
2269	1431	2352
2270	1432	2351
2271	1432	2351
2272	1433	2350
2273	1434	2349
2274	1434	2349
2275	1435	2348
2276	1435	2347
2277	1436	2346
2278	1436	2346
2279	1437	2345
2280	1437	2344
2281	1438	2343
2282	1439	2343
2283	1439	2342
2284	1440	2341
2285	1440	2340
2286	1441	2339
2287	1441	2339
2288	1442	2338
2289	1442	2337
2290	1443	2336
2291	1443	2335
2292	1444	2335
2293	1445	2334
2294	1445	2333
2295	1446	2332
2296	1446	2332
2297	1447	2331
2298	1447	2330
2299	1448	2329
2300	1448	2328
2301	1449	2327
2302	1449	2327
2303	1450	2326
2304	1450	2325
2305	1451	2324
2306	1451	2323
2307	1452	2323
2308	1452	2322
2309	1453	2321
2310	1453	2320
2311	1454	2319
2312	1454	2319
2313	1455	2318
2314	1456	2318
2315	1457	2317
2316	1457	2317
2317	1458	2316
2318	1458	2315
2319	1459	2314
2320	1459	2313
2321	1460	2313
2322	1460	2312
2323	1461	2311
2324	1461	2310
2325	1462	2310
2326	1463	2309
2327	1463	2308
2328	1464	2308
2329	1465	2307
2330	1465	2306
2331	1466	2306
2332	1466	2305
2333	1467	2304
2334	1467	2303
2335	1468	2302
2336	1468	2302
2337	1469	2301
2338	1469	2300
2339	1470	2299
2340	1470	2299
2341	1471	2298
2342	1472	2297
2343	1472	2297
2344	1473	2296
2345	1473	2295
2346	1474	2294
2347	1474	2294
2348	1475	2293
2349	1476	2292
2350	1476	2291
2351	1477	2291
2352	1477	2290
2353	1478	2289
2354	1479	2289
2355	1479	2288
2356	1480	2287
2357	1480	2287
2358	1481	2286
2359	1481	2285
2360	1482	2284
2361	1482	2283
2362	1483	2282
2363	1483	2282
2364	1484	2281
2365	1485	2280
2366	1485	2280
2367	1486	2279
2368	1486	2279
2369	1487	2278
2370	1488	2277
2371	1488	2276
2372	1489	2276
2373	1489	2275
2374	1490	2274
2375	1490	2273
2376	1491	2272
2377	1491	2272
2378	1492	2271
2379	1492	2270
2380	1493	2270
2381	1493	2269
2382	1494	2268
2383	1495	2267
2384	1495	2266
2385	1496	2265
2386	1496	2265
2387	1497	2264
2388	1497	2263
2389	1498	2262
2390	1498	2261
2391	1499	2261
2392	1499	2260
2393	1500	2259
2394	1500	2258
2395	1501	2258
2396	1501	2257
2397	1502	2256
2398	1503	2256
2399	1503	2255
2400	1504	2254
2401	1504	2253
2402	1505	2252
2403	1505	2252
2404	1506	2251
2405	1506	2250
2406	1507	2249
2407	1507	2249
2408	1508	2248
2409	1509	2247
2410	1509	2247
2411	1510	2246
2412	1510	2245
2413	1511	2244
2414	1511	2244
2415	1512	2243
2416	1512	2242
2417	1513	2241
2418	1513	2241
2419	1514	2240
2420	1514	2239
2421	1515	2239
2422	1516	2238
2423	1516	2237
2424	1517	2236
2425	1517	2236
2426	1518	2235
2427	1518	2234
2428	1519	2233
2429	1519	2232
2430	1520	2232
2431	1520	2231
2432	1521	2230
2433	1522	2229
2434	1522	2229
2435	1523	2228
2436	1523	2227
2437	1524	2227
2438	1524	2226
2439	1525	2225
2440	1526	2225
2441	1526	2224
2442	1527	2223
2443	1527	2223
2444	1528	2222
2445	1529	2222
2446	1530	2221
2447	1530	2221
2448	1531	2220
2449	1531	2219
2450	1532	2218
2451	1533	2218
2452	1533	2217
2453	1534	2216
2454	1534	2216
2455	1535	2215
2456	1535	2214
2457	1536	2214
2458	1537	2213
2459	1537	2212
2460	1538	2212
2461	1539	2211
2462	1539	2211
2463	1540	2210
2464	1541	2210
2465	1541	2209
2466	1542	2208
2467	1542	2207
2468	1543	2207
2469	1543	2206
2470	1544	2205
2471	1544	2204
2472	1545	2204
2473	1546	2203
2474	1546	2202
2475	1547	2202
2476	1547	2201
2477	1548	2200
2478	1548	2199
2479	1549	2199
2480	1550	2198
2481	1550	2197
2482	1551	2197
2483	1551	2196
2484	1552	2195
2485	1552	2194
2486	1553	2194
2487	1553	2193
2488	1554	2192
2489	1555	2192
2490	1555	2191
2491	1556	2190
2492	1556	2190
2493	1557	2189
2494	1558	2188
2495	1558	2188
2496	1559	2187
2497	1559	2186
2498	1560	2185
2499	1560	2184
2500	1561	2184
2501	1561	2183
2502	1562	2183
2503	1563	2182
2504	1563	2181
2505	1564	2180
2506	1564	2180
2507	1565	2179
2508	1565	2178
2509	1566	2177
2510	1566	2177
2511	1567	2176
2512	1567	2175
2513	1568	2174
2514	1568	2173
2515	1569	2173
2516	1569	2172
2517	1570	2171
2518	1571	2171
2519	1571	2170
2520	1572	2169
2521	1573	2169
2522	1573	2168
2523	1574	2168
2524	1574	2167
2525	1575	2166
2526	1575	2165
2527	1576	2165
2528	1577	2164
2529	1577	2163
2530	1578	2163
2531	1578	2162
2532	1579	2162
2533	1580	2161
2534	1580	2160
2535	1581	2160
2536	1581	2159
2537	1582	2158
2538	1583	2157
2539	1583	2157
2540	1584	2156
2541	1584	2155
2542	1585	2155
2543	1586	2154
2544	1586	2154
2545	1587	2153
2546	1587	2152
2547	1588	2151
2548	1588	2151
2549	1589	2150
2550	1589	2149
2551	1590	2148
2552	1590	2148
2553	1591	2147
2554	1592	2146
2555	1592	2145
2556	1593	2145
2557	1593	2144
2558	1594	2143
2559	1594	2142
2560	1595	2142
2561	1595	2141
2562	1596	2140
2563	1596	2139
2564	1597	2139
2565	1597	2138
2566	1598	2137
2567	1598	2136
2568	1599	2136
2569	1600	2135
2570	1601	2135
2571	1601	2134
2572	1602	2134
2573	1602	2133
2574	1603	2132
2575	1604	2132
2576	1604	2131
2577	1605	2130
2578	1605	2129
2579	1606	2128
2580	1606	2128
2581	1607	2127
2582	1607	2126
2583	1608	2126
2584	1608	2125
2585	1609	2124
2586	1609	2123
2587	1610	2123
2588	1610	2122
2589	1611	2121
2590	1611	2120
2591	1612	2119
2592	1612	2119
2593	1613	2118
2594	1613	2117
2595	1614	2116
2596	1615	2116
2597	1615	2115
2598	1616	2114
2599	1616	2114
2600	1617	2113
2601	1617	2112
2602	1618	2111
2603	1618	2111
2604	1619	2110
2605	1620	2110
2606	1620	2109
2607	1621	2108
2608	1622	2108
2609	1622	2107
2610	1623	2107
2611	1623	2106
2612	1624	2105
2613	1625	2104
2614	1625	2104
2615	1626	2103
2616	1626	2102
2617	1627	2102
2618	1627	2101
2619	1628	2100
2620	1628	2100
2621	1629	2099
2622	1630	2098
2623	1630	2098
2624	1631	2097
2625	1631	2096
2626	1632	2095
2627	1632	2094
2628	1633	2094
2629	1633	2093
2630	1634	2092
2631	1634	2091
2632	1635	2091
2633	1635	2090
2634	1636	2089
2635	1636	2088
2636	1637	2088
2637	1637	2087
2638	1638	2086
2639	1639	2086
2640	1639	2085
2641	1640	2084
2642	1640	2084
2643	1641	2083
2644	1641	2082
2645	1642	2081
2646	1642	2081
2647	1643	2080
2648	1644	2079
2649	1644	2079
2650	1645	2078
2651	1645	2077
2652	1646	2077
2653	1647	2076
2654	1647	2075
2655	1648	2075
2656	1648	2074
2657	1649	2073
2658	1649	2073
2659	1650	2072
2660	1650	2071
2661	1651	2070
2662	1651	2070
2663	1652	2069
2664	1653	2068
2665	1653	2068
2666	1654	2067
2667	1654	2066
2668	1655	2066
2669	1656	2065
2670	1656	2064
2671	1657	2063
2672	1657	2063
2673	1658	2062
2674	1658	2061
2675	1659	2060
2676	1659	2060
2677	1660	2059
2678	1660	2058
2679	1661	2058
2680	1662	2057
2681	1662	2057
2682	1663	2056
2683	1663	2055
2684	1664	2054
2685	1664	2054
2686	1665	2053
2687	1665	2052
2688	1666	2052
2689	1667	2051
2690	1667	2050
2691	1668	2050
2692	1669	2049
2693	1669	2048
2694	1670	2048
2695	1670	2047
2696	1671	2046
2697	1671	2046
2698	1672	2045
2699	1672	2044
2700	1673	2043
2701	1673	2043
2702	1674	2042
2703	1674	2041
2704	1675	2040
2705	1676	2040
2706	1676	2039
2707	1677	2038
2708	1677	2038
2709	1678	2037
2710	1678	2036
2711	1679	2036
2712	1679	2035
2713	1680	2034
2714	1680	2033
2715	1681	2033
2716	1681	2032
2717	1682	2031
2718	1683	2030
2719	1683	2030
2720	1684	2029
2721	1684	2028
2722	1685	2028
2723	1685	2027
2724	1686	2026
2725	1686	2025
2726	1687	2025
2727	1687	2024
2728	1688	2023
2729	1688	2022
2730	1689	2022
2731	1689	2021
2732	1690	2020
2733	1691	2020
2734	1691	2019
2735	1692	2018
2736	1692	2018
2737	1693	2017
2738	1694	2017
2739	1694	2016
2740	1695	2015
2741	1695	2015
2742	1696	2014
2743	1697	2013
2744	1697	2012
2745	1698	2012
2746	1698	2011
2747	1699	2010
2748	1699	2010
2749	1700	2009
2750	1700	2008
2751	1701	2007
2752	1701	2007
2753	1702	2006
2754	1702	2005
2755	1703	2004
2756	1703	2004
2757	1704	2003
2758	1704	2002
2759	1705	2001
2760	1705	2001
2761	1706	2000
2762	1707	1999
2763	1707	1999
2764	1708	1998
2765	1708	1998
2766	1709	1997
2767	1709	1996
2768	1710	1995
2769	1711	1995
2770	1711	1994
2771	1712	1993
2772	1712	1992
2773	1713	1992
2774	1713	1991
2775	1714	1991
2776	1714	1990
2777	1715	1989
2778	1716	1988
2779	1716	1988
2780	1717	1987
2781	1717	1986
2782	1718	1986
2783	1718	1985
2784	1719	1984
2785	1720	1984
2786	1720	1983
2787	1721	1982
2788	1721	1982
2789	1722	1981
2790	1722	1980
2791	1723	1980
2792	1723	1979
2793	1724	1978
2794	1725	1978
2795	1725	1977
2796	1726	1976
2797	1726	1975
2798	1727	1975
2799	1727	1974
2800	1728	1973
2801	1728	1973
2802	1729	1972
2803	1730	1971
2804	1730	1971
2805	1731	1970
2806	1731	1969
2807	1732	1969
2808	1732	1968
2809	1733	1967
2810	1733	1966
2811	1734	1966
2812	1734	1965
2813	1735	1964
2814	1735	1963
2815	1736	1963
2816	1737	1962
2817	1737	1962
2818	1738	1961
2819	1739	1961
2820	1739	1960
2821	1740	1959
2822	1740	1959
2823	1741	1958
2824	1741	1957
2825	1742	1956
2826	1743	1956
2827	1743	1955
2828	1744	1955
2829	1744	1954
2830	1745	1953
2831	1745	1952
2832	1746	1952
2833	1747	1951
2834	1747	1951
2835	1748	1950
2836	1748	1949
2837	1749	1949
2838	1749	1948
2839	1750	1947
2840	1750	1946
2841	1751	1946
2842	1751	1945
2843	1752	1944
2844	1753	1944
2845	1753	1943
2846	1754	1942
2847	1754	1942
2848	1755	1941
2849	1756	1940
2850	1756	1940
2851	1757	1939
2852	1757	1938
2853	1758	1938
2854	1758	1937
2855	1759	1936
2856	1760	1936
2857	1761	1936
2858	1761	1935
2859	1762	1934
2860	1762	1934
2861	1763	1933
2862	1763	1932
2863	1764	1932
2864	1765	1931
2865	1765	1930
2866	1766	1929
2867	1766	1929
2868	1767	1928
2869	1767	1928
2870	1768	1927
2871	1769	1926
2872	1769	1926
2873	1770	1925
2874	1770	1924
2875	1771	1924
2876	1772	1923
2877	1772	1923
2878	1773	1922
2879	1773	1921
2880	1774	1921
2881	1775	1920
2882	1775	1919
2883	1776	1919
2884	1776	1918
2885	1777	1917
2886	1777	1916
2887	1778	1916
2888	1778	1915
2889	1779	1914
2890	1779	1913
2891	1780	1913
2892	1780	1912
2893	1781	1911
2894	1781	1911
2895	1782	1910
2896	1782	1909
2897	1783	1909
2898	1784	1908
2899	1784	1908
2900	1785	1907
2901	1786	1906
2902	1786	1905
2903	1787	1905
2904	1787	1904
2905	1788	1903
2906	1788	1903
2907	1789	1902
2908	1789	1901
2909	1790	1900
2910	1790	1900
2911	1791	1899
2912	1791	1898
2913	1792	1898
2914	1792	1897
2915	1793	1896
2916	1793	1896
2917	1794	1895
2918	1794	1894
2919	1795	1893
2920	1796	1893
2921	1796	1892
2922	1797	1891
2923	1797	1891
2924	1798	1890
2925	1798	1889
2926	1799	1889
2927	1799	1888
2928	1800	1887
2929	1800	1887
2930	1801	1886
2931	1802	1885
2932	1802	1884
2933	1803	1884
2934	1803	1883
2935	1804	1882
2936	1804	1882
2937	1805	1881
2938	1805	1880
2939	1806	1880
2940	1806	1879
2941	1807	1878
2942	1807	1877
2943	1808	1877
2944	1808	1876
2945	1809	1875
2946	1809	1875
2947	1810	1874
2948	1810	1873
2949	1811	1872
2950	1812	1872
2951	1812	1871
2952	1813	1870
2953	1813	1870
2954	1814	1869
2955	1814	1868
2956	1815	1868
2957	1815	1867
2958	1816	1866
2959	1816	1865
2960	1817	1865
2961	1817	1864
2962	1818	1863
2963	1818	1863
2964	1819	1862
2965	1819	1861
2966	1820	1861
2967	1821	1860
2968	1821	1859
2969	1822	1859
2970	1822	1858
2971	1823	1857
2972	1824	1857
2973	1824	1856
2974	1825	1855
2975	1825	1855
2976	1826	1854
2977	1826	1853
2978	1827	1853
2979	1828	1852
2980	1828	1851
2981	1829	1851
2982	1829	1850
2983	1830	1849
2984	1830	1849
2985	1831	1848
2986	1832	1848
2987	1832	1847
2988	1833	1846
2989	1833	1846
2990	1834	1845
2991	1834	1844
2992	1835	1844
2993	1835	1843
2994	1836	1842
2995	1837	1842
2996	1837	1841
2997	1838	1840
2998	1838	1840
2999	1839	1839
3000	1840	1838
3001	1840	1838
3002	1841	1837
3003	1841	1836
3004	1842	1836
3005	1843	1835
3006	1843	1835
3007	1844	1834
3008	1845	1834
3009	1845	1833
3010	1846	1833
3011	1847	1832
3012	1847	1831
3013	1848	1831
3014	1848	1830
3015	1849	1829
3016	1849	1829
3017	1850	1828
3018	1851	1827
3019	1851	1827
3020	1852	1826
3021	1852	1825
3022	1853	1825
3023	1853	1824
3024	1854	1823
3025	1855	1823
3026	1855	1822
3027	1856	1821
3028	1856	1821
3029	1857	1820
3030	1857	1819
3031	1858	1819
3032	1858	1818
3033	1859	1817
3034	1860	1817
3035	1860	1816
3036	1861	1816
3037	1862	1815
3038	1862	1814
3039	1863	1814
3040	1863	1813
3041	1864	1812
3042	1864	1812
3043	1865	1811
3044	1865	1810
3045	1866	1809
3046	1867	1809
3047	1867	1809
3048	1868	1808
3049	1868	1807
3050	1869	1807
3051	1870	1806
3052	1870	1805
3053	1871	1805
3054	1871	1804
3055	1872	1803
3056	1873	1803
3057	1873	1802
3058	1874	1801
3059	1874	1801
3060	1875	1800
3061	1876	1800
3062	1876	1799
3063	1877	1798
3064	1877	1798
3065	1878	1797
3066	1879	1796
3067	1879	1796
3068	1880	1795
3069	1880	1794
3070	1881	1794
3071	1881	1793
3072	1882	1793
3073	1883	1792
3074	1883	1791
3075	1884	1791
3076	1884	1790
3077	1885	1789
3078	1885	1789
3079	1886	1788
3080	1886	1787
3081	1887	1787
3082	1887	1786
3083	1888	1785
3084	1889	1784
3085	1889	1784
3086	1890	1783
3087	1890	1783
3088	1891	1782
3089	1892	1781
3090	1892	1781
3091	1893	1780
3092	1893	1779
3093	1894	1779
3094	1894	1778
3095	1895	1777
3096	1895	1777
3097	1896	1776
3098	1897	1775
3099	1897	1775
3100	1898	1774
3101	1898	1773
3102	1899	1773
3103	1899	1772
3104	1900	1772
3105	1901	1771
3106	1901	1770
3107	1902	1770
3108	1902	1769
3109	1903	1768
3110	1903	1767
3111	1904	1767
3112	1905	1766
3113	1905	1766
3114	1906	1765
3115	1906	1764
3116	1907	1764
3117	1907	1763
3118	1908	1762
3119	1908	1762
3120	1909	1761
3121	1910	1760
3122	1910	1760
3123	1911	1759
3124	1912	1759
3125	1912	1758
3126	1913	1757
3127	1913	1757
3128	1914	1756
3129	1914	1755
3130	1915	1755
3131	1916	1754
3132	1916	1753
3133	1917	1753
3134	1917	1752
3135	1918	1752
3136	1919	1751
3137	1919	1750
3138	1920	1750
3139	1920	1749
3140	1921	1748
3141	1921	1748
3142	1922	1747
3143	1922	1746
3144	1923	1746
3145	1924	1745
3146	1924	1744
3147	1925	1744
3148	1925	1743
3149	1926	1742
3150	1926	1742
3151	1927	1741
3152	1927	1740
3153	1928	1740
3154	1929	1739
3155	1929	1738
3156	1930	1738
3157	1930	1737
3158	1931	1737
3159	1932	1736
3160	1932	1735
3161	1933	1735
3162	1933	1734
3163	1934	1733
3164	1934	1733
3165	1935	1732
3166	1936	1731
3167	1936	1731
3168	1937	1730
3169	1938	1730
3170	1938	1729
3171	1939	1728
3172	1939	1728
3173	1940	1727
3174	1941	1727
3175	1941	1726
3176	1942	1725
3177	1942	1725
3178	1943	1724
3179	1943	1723
3180	1944	1723
3181	1945	1722
3182	1945	1721
3183	1946	1721
3184	1946	1720
3185	1947	1720
3186	1948	1719
3187	1948	1718
3188	1949	1718
3189	1949	1717
3190	1950	1716
3191	1951	1716
3192	1951	1715
3193	1952	1715
3194	1952	1714
3195	1953	1713
3196	1954	1713
3197	1954	1712
3198	1955	1712
3199	1956	1711
3200	1956	1710
3201	1957	1710
3202	1957	1709
3203	1958	1708
3204	1958	1708
3205	1959	1707
3206	1960	1707
3207	1960	1706
3208	1961	1705
3209	1961	1704
3210	1962	1704
3211	1963	1704
3212	1963	1703
3213	1964	1702
3214	1964	1701
3215	1965	1701
3216	1965	1700
3217	1966	1699
3218	1966	1699
3219	1967	1698
3220	1968	1698
3221	1968	1697
3222	1969	1696
3223	1970	1696
3224	1970	1695
3225	1971	1695
3226	1972	1694
3227	1972	1693
3228	1973	1693
3229	1973	1692
3230	1974	1691
3231	1974	1691
3232	1975	1690
3233	1975	1689
3234	1976	1689
3235	1976	1688
3236	1977	1687
3237	1978	1687
3238	1978	1686
3239	1979	1685
3240	1979	1685
3241	1980	1684
3242	1980	1683
3243	1981	1683
3244	1981	1682
3245	1982	1682
3246	1983	1681
3247	1983	1680
3248	1984	1680
3249	1984	1679
3250	1985	1679
3251	1986	1678
3252	1986	1677
3253	1987	1677
3254	1987	1676
3255	1988	1675
3256	1988	1675
3257	1989	1674
3258	1990	1673
3259	1990	1673
3260	1991	1672
3261	1991	1671
3262	1992	1671
3263	1992	1670
3264	1993	1669
3265	1993	1668
3266	1994	1668
3267	1994	1667
3268	1995	1666
3269	1995	1666
3270	1996	1665
3271	1997	1665
3272	1997	1664
3273	1998	1663
3274	1998	1663
3275	1999	1662
3276	2000	1661
3277	2000	1661
3278	2001	1660
3279	2001	1659
3280	2002	1659
3281	2002	1658
3282	2003	1657
3283	2003	1657
3284	2004	1656
3285	2005	1656
3286	2005	1655
3287	2006	1654
3288	2006	1654
3289	2007	1653
3290	2008	1652
3291	2008	1652
3292	2009	1651
3293	2010	1651
3294	2010	1650
3295	2011	1649
3296	2011	1649
3297	2012	1648
3298	2013	1648
3299	2013	1647
3300	2014	1646
3301	2014	1646
3302	2015	1645
3303	2015	1644
3304	2016	1644
3305	2017	1643
3306	2017	1642
3307	2018	1642
3308	2018	1641
3309	2019	1640
3310	2019	1640
3311	2020	1639
3312	2020	1639
3313	2021	1638
3314	2022	1637
3315	2022	1637
3316	2023	1636
3317	2023	1635
3318	2024	1635
3319	2024	1634
3320	2025	1633
3321	2025	1633
3322	2026	1632
3323	2026	1631
3324	2027	1631
3325	2027	1630
3326	2028	1629
3327	2028	1629
3328	2029	1628
3329	2030	1627
3330	2030	1627
3331	2031	1626
3332	2031	1625
3333	2032	1625
3334	2032	1624
3335	2033	1623
3336	2033	1623
3337	2034	1622
3338	2034	1621
3339	2035	1621
3340	2036	1620
3341	2036	1619
3342	2037	1619
3343	2037	1618
3344	2038	1617
3345	2038	1617
3346	2039	1616
3347	2039	1615
3348	2040	1615
3349	2040	1614
3350	2041	1613
3351	2041	1613
3352	2042	1612
3353	2043	1611
3354	2043	1611
3355	2044	1610
3356	2044	1610
3357	2045	1609
3358	2046	1608
3359	2046	1608
3360	2047	1607
3361	2047	1606
3362	2048	1605
3363	2048	1605
3364	2049	1604
3365	2049	1603
3366	2050	1603
3367	2050	1602
3368	2051	1602
3369	2052	1601
3370	2052	1600
3371	2053	1600
3372	2053	1599
3373	2054	1598
3374	2054	1598
3375	2055	1597
3376	2055	1596
3377	2056	1596
3378	2056	1595
3379	2057	1594
3380	2058	1594
3381	2059	1594
3382	2060	1594
3383	2061	1593
3384	2062	1593
