iter	RMSE
185	0.2180842382
186	0.2175007929
187	0.2169434751
188	0.2164045165
189	0.2158282186
190	0.2152201309
191	0.2146830603
192	0.2141466658
193	0.2136137148
194	0.2130437753
195	0.2125151613
196	0.2119702342
197	0.2114503696
198	0.2109557165
199	0.2104097068
200	0.2099024003
201	0.209375989
202	0.2088973241
203	0.20836938
204	0.2078921682
205	0.2073505277
206	0.2067957367
207	0.2063307922
208	0.2058652807
209	0.2053373733
210	0.204814724
211	0.2043155964
212	0.2038307042
213	0.203349476
214	0.2028872657
215	0.2024315512
216	0.2019234241
217	0.2013989665
218	0.2009298662
219	0.200472485
220	0.1999899317
221	0.1995417903
222	0.1990703637
223	0.1986406155
224	0.1981825235
225	0.1977533741
226	0.1973165039
227	0.1968818587
228	0.1964173732
229	0.1959766915
230	0.1955242636
231	0.1950468907
232	0.1946155434
233	0.1941735599
234	0.1937321435
235	0.1933029773
236	0.1928776542
237	0.1924815528
238	0.1920441841
239	0.1916276508
240	0.1911782852
241	0.1907410084
242	0.1903248103
243	0.1899034665
244	0.1895583106
245	0.189160879
246	0.1887550657
247	0.1883437813
248	0.1879408089
249	0.1875871395
250	0.1871952573
251	0.1868254879
252	0.1864384063
253	0.1860652783
254	0.1856944708
255	0.1852953513
256	0.18490834
257	0.1845085397
258	0.1841333178
259	0.1837552264
260	0.1833812134
261	0.1829752653
262	0.1826024217
263	0.1822002521
264	0.181827956
265	0.181488694
266	0.1811326339
267	0.1807800158
268	0.1804351558
269	0.1800914363
270	0.1797386965
271	0.1793736011
272	0.1789937702
273	0.1786470554
274	0.1782971012
275	0.1778957776
276	0.1775486952
277	0.177257722
278	0.1769139229
279	0.1765729479
280	0.1762339907
281	0.1758960953
282	0.1755555922
283	0.1751992555
284	0.1748416436
285	0.1745356341
286	0.1742126028
287	0.1738699871
288	0.1735429744
289	0.1732054036
290	0.1728853896
291	0.1725456945
292	0.1722773496
293	0.1719949006
294	0.1717065658
295	0.1713951844
296	0.171065583
297	0.170776857
298	0.1705118954
299	0.1702318217
300	0.169920516
301	0.1696239111
302	0.1692866532
303	0.1689653731
304	0.1686367864
305	0.1683720248
306	0.1680871076
307	0.1678060122
308	0.16752582
309	0.1672704674
310	0.1669943369
311	0.1667053666
312	0.1664464336
313	0.1661675476
314	0.1659085707
315	0.1656620446
316	0.1653800491
317	0.165086607
318	0.1648090969
319	0.1645391709
320	0.1642992889
321	0.1640407846
322	0.1637840659
323	0.1635246969
324	0.1632694018
325	0.1629966429
326	0.1627498043
327	0.1624844036
328	0.1622025073
329	0.161950848
330	0.1616635999
331	0.1614221856
332	0.1612038344
333	0.1609342423
334	0.1606595108
335	0.1604277702
336	0.1601745819
337	0.1599255926
338	0.1596875457
339	0.1594391598
340	0.1591815558
341	0.1589187441
342	0.1586591403
343	0.1584357689
344	0.1582305183
345	0.1580159395
346	0.157806338
347	0.1575738709
348	0.1573711473
349	0.1571487973
350	0.1569054433
351	0.1566789582
352	0.1564279741
353	0.1562116941
354	0.1559733634
355	0.1557532459
356	0.1555014434
357	0.1552878746
358	0.1551114104
359	0.1549002714
360	0.1546760817
361	0.1544574364
362	0.1542256396
363	0.1540363385
364	0.1538491508
365	0.1536317299
366	0.1534125537
367	0.153184628
368	0.1529849855
369	0.1527922073
370	0.1525727717
371	0.1523506807
372	0.1521607415
373	0.1519711201
374	0.1517638354
375	0.1515649008
376	0.1513717321
377	0.1511637017
378	0.1509900811
379	0.1508461546
380	0.1506429804
381	0.1504582022
382	0.1502758302
383	0.150098722
384	0.1499237177
385	0.1497250511
386	0.1495306487
387	0.1493238798
388	0.1491729352
389	0.1490139041
390	0.148841038
391	0.1486880727
392	0.1484922059
393	0.1482974328
394	0.1481028536
395	0.1479360917
396	0.147775105
397	0.1475930928
398	0.147427289
399	0.1472623725
400	0.1471112286
401	0.1469482592
402	0.1467862547
403	0.1466275227
404	0.1464854943
405	0.1463283816
406	0.1461808581
407	0.1460079961
408	0.1458277113
409	0.1456875944
410	0.1455363283
411	0.1453802823
412	0.1452403962
413	0.1451127187
414	0.1449714844
415	0.1448033043
416	0.1446860295
417	0.1445580398
418	0.1444175969
419	0.1442652815
420	0.1441267278
421	0.1439850044
422	0.1438464129
423	0.1437110332
424	0.1435634304
425	0.1434079079
426	0.1432836678
427	0.1431653254
428	0.1430425014
429	0.1429030313
430	0.142757141
431	0.1426283075
432	0.1424772154
433	0.1423482144
434	0.1422264356
435	0.1420984896
436	0.1419917726
437	0.1418646231
438	0.1417113741
439	0.1415713872
440	0.1414589604
441	0.141352351
442	0.1412401668
443	0.1411098414
444	0.1410109754
445	0.1409042286
446	0.1407544833
447	0.1406414433
448	0.1405178583
449	0.1403955681
450	0.1402672339
451	0.1401651187
452	0.1400392518
453	0.1399173889
454	0.1398040106
455	0.1396825819
456	0.1395668013
457	0.1394632932
458	0.1393467102
459	0.1392435603
460	0.1391332779
461	0.1390184715
462	0.1389225255
463	0.1388256484
464	0.1387076784
465	0.138616879
466	0.1385105663
467	0.1384210146
468	0.1383041702
469	0.1382012764
470	0.1381002155
471	0.137957571
472	0.1378440977
473	0.1377375331
474	0.1376249325
475	0.1375223655
476	0.1374098938
477	0.1373201622
478	0.1372039626
479	0.1370910095
480	0.137004601
481	0.1369235457
482	0.1368048503
483	0.136719716
484	0.1366123672
485	0.1364773379
486	0.1363758866
487	0.1362714952
488	0.1361814074
489	0.1360814237
490	0.1359772668
491	0.1358540517
492	0.1357658226
493	0.135663821
494	0.1355543475
495	0.1354473642
496	0.1353776302
497	0.1352837992
498	0.135206316
499	0.1351023606
500	0.1350090016
501	0.1349415474
502	0.1348579713
503	0.134758427
504	0.1346649058
505	0.1345786835
506	0.1344955654
507	0.134387852
508	0.134307288
509	0.1342060148
510	0.1341244068
511	0.134034388
512	0.1339582073
513	0.1338680097
514	0.1337883348
515	0.1336953098
516	0.1336007217
517	0.1335114893
518	0.1334370106
519	0.133351589
520	0.1332829175
521	0.1331971197
522	0.1331189345
523	0.1330211281
524	0.132935947
525	0.132859844
526	0.1327815674
527	0.1327221071
528	0.132655899
529	0.1325862712
530	0.1325104081
531	0.1324402771
532	0.1323751453
533	0.1322866015
534	0.132227384
535	0.132152599
536	0.1320690479
537	0.1320007468
538	0.1319203794
539	0.1318422611
540	0.131792187
541	0.1317340568
542	0.1316603401
543	0.1315821993
544	0.1314988356
545	0.1314380576
546	0.1313730212
547	0.1313103716
548	0.1312449516
549	0.1311854923
550	0.1311087008
551	0.1310437216
552	0.1309917775
553	0.1309207317
554	0.1308399077
555	0.1307815211
556	0.1307285038
557	0.1306681967
558	0.1306081292
559	0.1305317438
560	0.1304682399
561	0.1303923306
562	0.1303400684
563	0.1302768448
564	0.1301984867
565	0.1301510052
566	0.1300756089
567	0.1300035636
568	0.1299487085
569	0.1298872237
570	0.1298186936
571	0.1297503616
572	0.1297003734
573	0.1296216375
574	0.1295562912
575	0.1295065729
576	0.1294589009
577	0.1293975568
578	0.129337607
579	0.1292864909
580	0.1292412142
581	0.1291806692
582	0.1291157382
583	0.1290598693
584	0.1290082291
585	0.1289407247
586	0.1289041528
587	0.1288555356
588	0.1288027044
589	0.1287418841
590	0.1286926864
591	0.1286251527
592	0.1285835205
593	0.1285271546
594	0.1284626324
595	0.1284179761
596	0.1283614977
597	0.1283069953
598	0.1282549286
599	0.1282070666
600	0.1281619069
601	0.1281159308
602	0.1280566545
603	0.1280103736
604	0.127963494
605	0.1279172917
606	0.1278739715
607	0.1278308666
608	0.1277725359
609	0.1277215714
610	0.1276624754
611	0.1276124867
612	0.1275625631
613	0.1275195399
614	0.1274832079
615	0.1274255391
616	0.1273805577
617	0.1273293854
618	0.1272686807
619	0.1272200446
620	0.1271772718
621	0.1271283212
622	0.1270940497
623	0.1270456742
624	0.1269831652
625	0.1269324217
626	0.1268776432
627	0.1268372052
628	0.1267963584
629	0.1267461286
630	0.1266938471
631	0.12664783
632	0.1266092094
633	0.1265742488
634	0.1265376833
635	0.1265020003
636	0.1264450579
637	0.1263980772
638	0.1263512939
639	0.1263171062
640	0.1262754261
641	0.1262340021
642	0.1261968871
643	0.1261607785
644	0.1261354794
645	0.1260878494
646	0.1260438207
647	0.1260113539
648	0.1259646592
649	0.1259142728
650	0.1258766341
651	0.1258422603
652	0.1257931106
653	0.1257559893
654	0.1257179539
655	0.1256650141
656	0.125619701
657	0.1255678047
658	0.1255248076
659	0.1254993935
660	0.1254464393
661	0.1254099656
662	0.1253705061
663	0.1253361009
664	0.1252975492
665	0.1252598928
666	0.1252208083
667	0.1251845615
668	0.1251487707
669	0.1251185803
670	0.1250859336
671	0.1250614038
672	0.1250152276
673	0.1249750458
674	0.1249369963
675	0.1249057458
676	0.1248730491
677	0.1248415036
678	0.1248112873
679	0.1247818363
680	0.1247473712
681	0.1247045411
682	0.124670702
683	0.1246323217
684	0.1245864846
685	0.1245553272
686	0.1245348824
687	0.1244975563
688	0.1244657624
689	0.1244326375
690	0.1244036312
691	0.1243576188
692	0.1243224891
693	0.1242870198
694	0.1242614888
695	0.1242245435
696	0.1241902217
697	0.124154367
698	0.1241225836
699	0.1240939615
700	0.1240626284
701	0.1240300763
702	0.1240038681
703	0.1239648279
704	0.1239272417
705	0.1239041606
706	0.1238711146
707	0.1238501701
708	0.12382421
709	0.1237997557
710	0.1237624454
711	0.1237201045
712	0.1236874821
713	0.1236544177
714	0.1236264824
715	0.1236040599
716	0.1235696488
717	0.1235386538
718	0.1235039718
719	0.123471054
720	0.123444329
721	0.1234105646
722	0.1233822729
723	0.1233583682
724	0.1233291228
725	0.1232952755
726	0.1232717329
727	0.1232467443
728	0.1232159254
729	0.1231855316
730	0.1231665953
731	0.1231380861
732	0.1231102149
733	0.1230853748
734	0.1230597975
735	0.1230279806
736	0.1230096633
737	0.1229752997
738	0.1229525977
739	0.1229127308
740	0.1228837015
741	0.1228580138
742	0.1228181256
743	0.122795779
744	0.1227634056
745	0.1227372686
746	0.1227156628
747	0.1226951969
748	0.1226712789
749	0.1226397617
750	0.1226187558
751	0.1225904438
752	0.1225651304
753	0.1225335462
754	0.1225117721
755	0.1224914001
756	0.1224681577
757	0.1224398303
758	0.1224175504
759	0.1223992617
760	0.1223794026
761	0.1223601643
762	0.1223426215
763	0.1223168314
764	0.1222946093
765	0.1222713964
766	0.1222480501
767	0.1222259189
768	0.1222006848
769	0.1221735726
770	0.1221541751
771	0.1221320157
772	0.1221053118
773	0.1220761246
774	0.1220505206
775	0.1220298584
776	0.1220080409
777	0.12198842
778	0.121963848
779	0.1219385825
780	0.121919249
781	0.1218867683
782	0.1218630456
783	0.1218380271
784	0.1218220271
785	0.1217926078
786	0.1217624499
787	0.1217389328
788	0.1217133719
789	0.1216921326
790	0.1216688882
791	0.121645485
792	0.1216226145
793	0.1215963785
794	0.121582286
795	0.1215579459
796	0.1215374803
797	0.1215128114
798	0.1214906656
799	0.1214678945
800	0.1214474199
801	0.1214284234
802	0.121406346
803	0.1213817742
804	0.1213527765
805	0.1213310623
806	0.12130731
807	0.1212823212
808	0.1212611218
809	0.1212433732
810	0.1212147499
811	0.1211950903
812	0.1211702554
813	0.1211438369
814	0.1211227218
815	0.1211011916
816	0.1210805178
817	0.1210607322
818	0.1210324788
819	0.1210090613
820	0.1209903197
821	0.1209765361
822	0.1209568469
823	0.1209447792
824	0.1209195961
825	0.1208986437
826	0.1208717989
827	0.1208492581
828	0.1208286201
829	0.1208066208
830	0.1207827108
831	0.1207622091
832	0.1207458871
833	0.1207273356
834	0.1206992936
835	0.1206815148
836	0.1206668244
837	0.1206517903
838	0.1206371768
839	0.1206126603
840	0.120591189
841	0.1205698443
842	0.1205484713
843	0.1205342093
844	0.1205228056
845	0.12050488
846	0.1204817792
847	0.1204636964
848	0.1204440971
849	0.1204215292
850	0.1204073432
851	0.1203879836
852	0.12037117
853	0.1203543754
854	0.1203287847
855	0.1203133207
856	0.1202940562
857	0.1202782277
858	0.1202635122
859	0.1202459951
860	0.1202275258
861	0.1202123021
862	0.1201963668
863	0.1201773017
864	0.1201608583
865	0.1201293911
866	0.120113719
867	0.120100807
868	0.1200826332
869	0.1200694313
870	0.1200492652
871	0.1200265754
872	0.1200072969
873	0.1199975276
874	0.1199818471
875	0.1199655807
876	0.1199454195
877	0.1199182705
878	0.1198992631
879	0.1198834761
880	0.1198652744
881	0.1198414848
882	0.1198276765
883	0.1198038941
884	0.1197906124
885	0.1197738923
886	0.1197603913
887	0.11973826
888	0.1197261136
889	0.1197073572
890	0.1196916423
891	0.1196790003
892	0.1196610672
893	0.1196436071
894	0.1196223211
895	0.1196113895
896	0.1195943231
897	0.1195805156
898	0.1195633238
899	0.1195531759
900	0.1195376031
901	0.1195189129
902	0.1195024169
903	0.1194831706
904	0.1194648074
905	0.1194517094
906	0.1194360951
907	0.1194244513
908	0.1194077101
909	0.1193919703
910	0.1193799311
911	0.1193649797
912	0.1193494262
913	0.1193341361
914	0.1193236441
915	0.1193013842
916	0.1192841338
917	0.1192686838
918	0.1192494481
919	0.1192297909
920	0.1192161459
921	0.1192024557
922	0.1191893456
923	0.1191725735
924	0.1191584305
925	0.1191475125
926	0.1191283647
927	0.1191144549
928	0.1191051749
929	0.1190984102
930	0.1190820182
931	0.1190688926
932	0.119055671
933	0.1190386552
934	0.1190237187
935	0.1190107991
936	0.1190027902
937	0.1189914076
938	0.1189763036
939	0.118967257
940	0.1189523596
941	0.1189314654
942	0.1189192995
943	0.1189084272
944	0.1188933107
945	0.1188755221
946	0.1188588761
947	0.1188484899
948	0.1188379483
949	0.118818778
950	0.1187999646
951	0.1187806032
952	0.1187652135
953	0.1187509948
954	0.1187346763
955	0.1187221556
956	0.1187035603
957	0.1186898239
958	0.118673756
959	0.1186606301
960	0.1186398117
961	0.1186280045
962	0.1186087128
963	0.1185982341
964	0.1185892645
965	0.1185734732
966	0.1185611808
967	0.1185497832
968	0.1185349698
969	0.1185153604
970	0.1185019083
971	0.1184850125
972	0.1184709116
973	0.1184518782
974	0.1184408865
975	0.1184268183
976	0.1184133392
977	0.1183994062
978	0.1183806947
979	0.1183580788
980	0.118344986
981	0.118334751
982	0.1183260029
983	0.1183178643
984	0.1182954743
985	0.1182886057
986	0.1182768032
987	0.11825707
988	0.1182425246
989	0.1182289011
990	0.1182074733
991	0.1181881225
992	0.1181728027
993	0.1181574352
994	0.1181447831
995	0.1181222452
996	0.1181085718
997	0.1180952598
998	0.1180824154
999	0.1180689736
1000	0.1180532995
1001	0.1180343877
1002	0.1180235726
1003	0.1180052709
1004	0.1179889058
1005	0.1179719347
1006	0.1179627367
1007	0.1179585317
1008	0.1179439707
1009	0.1179317072
1010	0.1179181106
1011	0.1179086276
1012	0.1179025668
1013	0.1178910502
1014	0.1178794324
1015	0.1178725273
1016	0.1178633433
1017	0.117846612
1018	0.1178357358
1019	0.1178229239
1020	0.1178120762
1021	0.1178031776
1022	0.1177952407
1023	0.1177767103
1024	0.1177602969
1025	0.1177497759
1026	0.1177331103
1027	0.1177223172
1028	0.1177109299
1029	0.1177005753
1030	0.1176880043
1031	0.1176714356
1032	0.1176601975
1033	0.1176429163
1034	0.1176266352
1035	0.1176178131
1036	0.1176089913
1037	0.1175986789
1038	0.1175887388
1039	0.1175746902
1040	0.1175621894
1041	0.1175496204
1042	0.1175398522
1043	0.1175298135
1044	0.1175169682
1045	0.1174948676
1046	0.1174754083
1047	0.1174666754
1048	0.1174575607
1049	0.1174488128
1050	0.1174415328
1051	0.1174327489
1052	0.1174118468
1053	0.1174040111
1054	0.1173985919
1055	0.1173893199
1056	0.1173781914
1057	0.1173677043
1058	0.1173522772
1059	0.1173448346
1060	0.1173262872
1061	0.1173172147
1062	0.1173032696
1063	0.1172850615
1064	0.117265531
1065	0.1172493229
1066	0.1172363849
1067	0.1172210285
1068	0.117211296
1069	0.1171954816
1070	0.1171857971
1071	0.1171756239
1072	0.1171618839
1073	0.1171541587
1074	0.1171429574
1075	0.1171364921
1076	0.1171252771
1077	0.1171112354
1078	0.1170987094
1079	0.1170810617
1080	0.1170715445
1081	0.1170589681
1082	0.1170434167
1083	0.1170283405
1084	0.1170129161
1085	0.1169992142
1086	0.1169871889
1087	0.116974714
1088	0.116962926
1089	0.1169482463
1090	0.1169378902
1091	0.1169317176
1092	0.1169129599
1093	0.1169036796
1094	0.1168958978
1095	0.11688073
1096	0.1168741159
1097	0.1168607461
1098	0.1168517207
1099	0.1168395986
1100	0.1168181115
1101	0.1168059309
1102	0.1167899363
1103	0.1167767291
1104	0.1167659881
1105	0.116754805
1106	0.1167444654
1107	0.1167329016
1108	0.1167259815
1109	0.1167116045
1110	0.1167042008
1111	0.1166928633
1112	0.116685145
1113	0.11667568
1114	0.1166658084
1115	0.1166559358
1116	0.1166432224
1117	0.1166328089
1118	0.116619746
1119	0.1166039514
1120	0.1165932314
1121	0.1165833342
1122	0.1165730334
1123	0.1165573776
1124	0.1165447911
1125	0.1165331496
1126	0.116524712
1127	0.1165113273
1128	0.116497138
1129	0.1164907186
1130	0.1164812522
1131	0.116472936
1132	0.116461552
1133	0.1164526703
1134	0.116439677
1135	0.1164325921
1136	0.1164230095
1137	0.116418485
1138	0.1164106525
1139	0.1163979769
1140	0.116386537
1141	0.1163785813
1142	0.1163668355
1143	0.1163608379
1144	0.1163567748
1145	0.1163402509
1146	0.1163273509
1147	0.116316152
1148	0.1163044749
1149	0.1162997446
1150	0.1162919418
1151	0.1162781047
1152	0.1162639988
1153	0.1162541029
1154	0.1162425653
1155	0.1162332616
1156	0.1162279666
1157	0.1162133642
1158	0.1162026014
1159	0.1161901418
1160	0.1161822664
1161	0.1161699431
1162	0.1161610798
1163	0.1161540543
1164	0.1161339376
1165	0.1161192533
1166	0.1161117147
1167	0.1160990102
1168	0.1160894232
1169	0.1160743522
1170	0.1160552475
1171	0.1160423877
1172	0.1160344306
1173	0.1160198384
1174	0.116000495
1175	0.1159920238
1176	0.1159807948
1177	0.1159685502
1178	0.1159610409
1179	0.1159535211
1180	0.115931212
1181	0.1159173394
1182	0.1158978977
1183	0.1158850722
1184	0.1158723442
1185	0.1158594673
1186	0.1158444326
1187	0.1158288309
1188	0.1158206201
1189	0.1158020471
1190	0.1157902183
1191	0.1157809066
1192	0.1157745502
1193	0.1157670074
1194	0.1157535075
1195	0.1157447528
1196	0.115732448
1197	0.1157153469
1198	0.1157019974
1199	0.1156920474
1200	0.1156844428
1201	0.1156765749
1202	0.1156684878
1203	0.115653929
1204	0.1156508666
1205	0.1156447103
1206	0.1156293404
1207	0.1156218006
1208	0.1156117431
1209	0.1156065815
1210	0.1156001367
1211	0.1155943916
1212	0.1155888176
1213	0.1155748016
1214	0.1155662859
1215	0.1155540609
1216	0.1155478749
1217	0.1155387886
1218	0.1155327901
1219	0.1155216542
1220	0.1155106003
1221	0.1155013662
1222	0.1154927533
1223	0.1154818904
1224	0.1154777641
1225	0.1154669963
1226	0.1154622491
1227	0.1154518506
1228	0.1154400665
1229	0.1154270106
1230	0.1154119918
1231	0.1154064992
1232	0.1153970683
1233	0.1153830745
1234	0.1153713814
1235	0.1153492147
1236	0.1153360447
1237	0.1153286674
1238	0.1153253773
1239	0.1153157655
1240	0.1153081425
1241	0.1152948652
1242	0.1152880228
1243	0.1152683269
1244	0.1152648468
1245	0.1152540406
1246	0.1152445744
1247	0.1152363272
1248	0.1152269252
1249	0.1152219477
1250	0.1152117611
1251	0.1152038962
1252	0.1151946538
1253	0.1151851522
1254	0.1151775675
1255	0.1151622201
1256	0.1151518948
1257	0.1151489637
1258	0.1151353431
1259	0.1151201082
1260	0.1151147765
1261	0.115106485
1262	0.1150978016
1263	0.1150894636
1264	0.11506786
1265	0.1150525393
1266	0.1150493266
1267	0.1150425774
1268	0.1150319184
1269	0.1150136756
1270	0.1149969879
1271	0.1149866673
1272	0.1149757183
1273	0.114965095
1274	0.1149583716
1275	0.1149499006
1276	0.1149377926
1277	0.1149273655
1278	0.1149188249
1279	0.1149024143
1280	0.114894651
1281	0.1148848882
1282	0.1148695385
1283	0.1148599046
1284	0.1148549124
1285	0.1148418136
1286	0.114837082
1287	0.1148300759
1288	0.1148135841
1289	0.1148053002
1290	0.1147937622
1291	0.114781302
1292	0.1147758216
1293	0.1147679806
1294	0.114756557
1295	0.1147473643
1296	0.1147371142
1297	0.1147269448
1298	0.1147208401
1299	0.1147089487
1300	0.1147038913
1301	0.1146936694
1302	0.1146828486
1303	0.1146732352
1304	0.1146640115
1305	0.1146586866
1306	0.1146463839
1307	0.1146321474
1308	0.1146238111
1309	0.1146129314
1310	0.1146023448
1311	0.114589922
1312	0.1145729765
1313	0.1145644683
1314	0.114550712
1315	0.1145426016
1316	0.1145325101
1317	0.1145257932
1318	0.1145219646
1319	0.1145062163
1320	0.1144994781
1321	0.1144865684
1322	0.1144715407
1323	0.1144641852
1324	0.1144541293
1325	0.1144463431
1326	0.1144318812
1327	0.1144271994
1328	0.1144164329
1329	0.1144092797
1330	0.1143966269
1331	0.1143929895
1332	0.1143873841
1333	0.1143768241
1334	0.1143650479
1335	0.114351613
1336	0.114342112
1337	0.1143305446
1338	0.1143215114
1339	0.1143138103
1340	0.1142945449
1341	0.1142888463
1342	0.114279922
1343	0.1142674415
1344	0.1142485679
1345	0.1142343192
1346	0.1142296817
1347	0.1142165067
1348	0.1142069917
1349	0.114195426
1350	0.1141895391
1351	0.1141826404
1352	0.1141762293
1353	0.1141604953
1354	0.1141495128
1355	0.1141414135
1356	0.1141360509
1357	0.1141243694
1358	0.1141110327
1359	0.1141030225
1360	0.114088902
1361	0.1140769215
1362	0.1140675018
1363	0.1140519043
1364	0.1140382066
1365	0.1140290257
1366	0.1140205997
1367	0.1140100306
1368	0.114003649
1369	0.113993678
1370	0.1139851002
1371	0.1139812332
1372	0.1139723873
1373	0.1139700035
1374	0.1139551982
1375	0.1139455797
1376	0.1139348802
1377	0.1139299326
1378	0.1139212006
1379	0.1139108486
1380	0.1138977381
1381	0.1138877774
1382	0.1138828136
1383	0.1138739183
1384	0.113864622
1385	0.1138583547
1386	0.1138440985
1387	0.1138347052
1388	0.113827491
1389	0.113819728
1390	0.1138137591
1391	0.1138042955
1392	0.1137956726
1393	0.1137846762
1394	0.1137763335
1395	0.1137684134
1396	0.1137622026
1397	0.1137466899
1398	0.1137396482
1399	0.1137287752
1400	0.1137185278
1401	0.1137091039
1402	0.1136948437
1403	0.1136834775
1404	0.1136750367
1405	0.1136649371
1406	0.1136563169
1407	0.1136455003
1408	0.1136369343
1409	0.1136188267
1410	0.1136120586
1411	0.1136027423
1412	0.1135976784
1413	0.1135873518
1414	0.1135811234
1415	0.1135728535
1416	0.1135580223
1417	0.1135518742
1418	0.1135469056
1419	0.1135382257
1420	0.1135334763
1421	0.1135247463
1422	0.1135192925
1423	0.1135035245
1424	0.1134971253
1425	0.113488199
1426	0.1134824521
1427	0.1134735092
1428	0.1134642139
1429	0.1134535572
1430	0.1134433855
1431	0.1134337913
1432	0.1134223328
1433	0.1134133879
1434	0.1134048766
1435	0.1133966042
1436	0.113390903
1437	0.1133843576
1438	0.1133755942
1439	0.113361274
1440	0.113353673
1441	0.1133364929
1442	0.1133240278
1443	0.1133068554
1444	0.1132965653
1445	0.1132900638
1446	0.1132800771
1447	0.1132712871
1448	0.1132620565
1449	0.1132515097
1450	0.1132435285
1451	0.1132426688
1452	0.1132400188
1453	0.1132344856
1454	0.1132224982
1455	0.1132151919
1456	0.1132069312
1457	0.1131944178
1458	0.1131838581
1459	0.1131737763
1460	0.1131617633
1461	0.1131540188
1462	0.1131413424
1463	0.1131383126
1464	0.1131348837
1465	0.1131191552
1466	0.1131134296
1467	0.1131087955
1468	0.1130943953
1469	0.1130877618
1470	0.1130731451
1471	0.1130654165
1472	0.1130584098
1473	0.113046825
1474	0.1130386039
1475	0.1130299664
1476	0.1130230336
1477	0.1130106256
1478	0.1130035793
1479	0.1129932199
1480	0.1129862335
1481	0.1129801619
1482	0.1129728303
1483	0.1129651298
1484	0.1129541141
1485	0.1129453663
1486	0.1129375359
1487	0.1129268458
1488	0.1129206203
1489	0.112910308
1490	0.1129063691
1491	0.1128970865
1492	0.112887963
1493	0.112873957
1494	0.1128641054
1495	0.1128574035
1496	0.1128482861
1497	0.112835895
1498	0.1128214959
1499	0.1128121686
1500	0.1128006482
1501	0.1127875244
1502	0.1127779876
1503	0.1127706754
1504	0.1127600182
1505	0.1127544354
1506	0.1127466712
1507	0.1127388534
1508	0.1127264989
1509	0.1127131284
1510	0.112701829
1511	0.1126878204
