iter	RMSE
1512	0.1126760684
1513	0.1126668297
1514	0.112657704
1515	0.1126470707
1516	0.1126403468
1517	0.1126307274
1518	0.1126219126
1519	0.1126103992
1520	0.1126019507
1521	0.1125893494
1522	0.1125785772
1523	0.1125653973
1524	0.1125572174
1525	0.1125449944
1526	0.1125336875
1527	0.1125251188
1528	0.1125179655
1529	0.1125091163
1530	0.1124967474
1531	0.1124906975
1532	0.11248304
1533	0.1124776699
1534	0.1124731332
1535	0.1124686867
1536	0.1124635039
1537	0.1124525252
1538	0.112447147
1539	0.1124335007
1540	0.1124232151
1541	0.1124152636
1542	0.1123998057
1543	0.1123945236
1544	0.1123840073
1545	0.1123775176
1546	0.1123662899
1547	0.1123526358
1548	0.1123374915
1549	0.1123299021
1550	0.1123241326
1551	0.1123127373
1552	0.1123009778
1553	0.1122981291
1554	0.1122883998
1555	0.112284333
1556	0.1122748949
1557	0.11225602
1558	0.1122471166
1559	0.1122368342
1560	0.1122266582
1561	0.1122183324
1562	0.1122094795
1563	0.1121962236
1564	0.1121882068
1565	0.1121815624
1566	0.1121744489
1567	0.112166845
1568	0.112157005
1569	0.1121471067
1570	0.1121409519
1571	0.1121360151
1572	0.1121308464
1573	0.1121237616
1574	0.1121151385
1575	0.1121084737
1576	0.1120995551
1577	0.1120885358
1578	0.1120835532
1579	0.1120783694
1580	0.1120715643
1581	0.1120681944
1582	0.1120591737
1583	0.1120477509
1584	0.1120325117
1585	0.1120271335
1586	0.1120160077
1587	0.1120008597
1588	0.111995556
1589	0.1119818944
1590	0.1119756143
1591	0.1119696488
1592	0.1119628937
1593	0.1119544882
1594	0.1119481227
1595	0.1119418198
1596	0.1119325416
1597	0.1119179332
1598	0.1119094861
1599	0.1119003616
1600	0.1118929445
1601	0.1118871518
1602	0.1118797469
1603	0.1118743858
1604	0.1118636052
1605	0.1118552569
1606	0.1118462914
1607	0.1118370994
1608	0.1118304848
1609	0.1118162676
1610	0.1118077913
1611	0.1117993807
1612	0.111791528
1613	0.1117753551
1614	0.1117652594
1615	0.111759673
1616	0.1117513195
1617	0.1117429159
1618	0.1117353875
1619	0.1117260421
1620	0.1117157069
1621	0.111709592
1622	0.1117022485
1623	0.111691137
1624	0.1116846567
1625	0.1116826012
1626	0.1116723696
1627	0.1116608982
1628	0.1116491156
1629	0.1116442427
1630	0.1116373775
1631	0.1116279833
1632	0.1116208089
1633	0.1116171749
1634	0.1116132471
1635	0.1116010559
1636	0.1115955938
1637	0.1115850113
1638	0.1115794675
1639	0.1115698532
1640	0.1115588514
1641	0.1115494045
1642	0.1115474532
1643	0.1115403987
1644	0.111534974
1645	0.1115260439
1646	0.1115217816
1647	0.1115137363
1648	0.1115076202
1649	0.1115024684
1650	0.1114993828
1651	0.1114945297
1652	0.1114868371
1653	0.1114818669
1654	0.1114773401
1655	0.1114642125
1656	0.1114602787
1657	0.1114464679
1658	0.1114343457
1659	0.1114258515
1660	0.1114209186
1661	0.1114117832
1662	0.1113994888
1663	0.1113854327
1664	0.1113791878
1665	0.1113713768
1666	0.1113655597
1667	0.1113603222
1668	0.1113554375
1669	0.1113460715
1670	0.111341609
1671	0.1113341119
1672	0.1113241605
1673	0.1113201673
1674	0.111313645
1675	0.1113076273
1676	0.1112978779
1677	0.1112912004
1678	0.1112870851
1679	0.1112763394
1680	0.1112714562
1681	0.111266605
1682	0.1112559532
1683	0.1112534923
1684	0.111244941
1685	0.111239469
1686	0.1112333008
1687	0.1112283216
1688	0.1112229885
1689	0.1112169687
1690	0.1112112699
1691	0.1112084923
1692	0.1112043829
1693	0.1111986694
1694	0.1111938881
1695	0.1111814833
1696	0.1111725115
1697	0.1111602701
1698	0.1111568718
1699	0.1111527593
1700	0.1111445215
1701	0.1111361042
1702	0.1111279144
1703	0.1111187734
1704	0.1111065415
1705	0.1110985397
1706	0.1110861204
1707	0.1110812732
1708	0.1110730959
1709	0.1110604585
1710	0.111051948
1711	0.1110451737
1712	0.1110343711
1713	0.111026093
1714	0.1110203798
1715	0.1110089322
1716	0.1109994834
1717	0.1109956919
1718	0.1109906009
1719	0.1109850255
1720	0.1109815253
1721	0.1109768957
1722	0.1109731107
1723	0.1109583651
1724	0.1109501002
1725	0.1109449403
1726	0.1109367835
1727	0.1109257505
1728	0.1109190764
1729	0.110914983
1730	0.1109117506
1731	0.1109064859
1732	0.1109036967
1733	0.1109016157
1734	0.1108912015
1735	0.1108850002
1736	0.110874477
1737	0.1108710412
1738	0.1108646939
1739	0.1108518149
1740	0.1108440972
1741	0.1108391077
1742	0.1108303254
1743	0.1108252809
1744	0.1108156794
1745	0.110795404
1746	0.1107892675
1747	0.1107810228
1748	0.1107669704
1749	0.1107607485
1750	0.1107546051
1751	0.1107449895
1752	0.1107373716
1753	0.1107262304
1754	0.11071334
1755	0.1107077242
1756	0.1107011726
1757	0.1106977677
1758	0.1106917243
1759	0.1106841412
1760	0.1106788378
1761	0.110665178
1762	0.1106522383
1763	0.1106462919
1764	0.1106429432
1765	0.1106387446
1766	0.1106313199
1767	0.1106261199
1768	0.1106198412
1769	0.1106120096
1770	0.1106074179
1771	0.1105989107
1772	0.1105942265
1773	0.1105901134
1774	0.1105834084
1775	0.110573384
1776	0.110564148
1777	0.1105537076
1778	0.1105496073
1779	0.1105337293
1780	0.1105161666
1781	0.1105057094
1782	0.1105027479
1783	0.1104981961
1784	0.1104843451
1785	0.1104816004
1786	0.1104675966
1787	0.110454814
1788	0.1104459207
1789	0.1104338422
1790	0.1104246061
1791	0.1104149578
1792	0.1104095249
1793	0.1104045281
1794	0.1104008272
1795	0.1103923096
1796	0.1103867018
1797	0.1103793336
1798	0.1103747218
1799	0.1103626821
1800	0.1103575492
1801	0.1103460184
1802	0.1103398507
1803	0.1103367448
1804	0.1103320724
1805	0.1103221889
1806	0.1103098432
1807	0.1102957033
1808	0.1102938169
1809	0.1102905985
1810	0.1102852201
1811	0.1102817373
1812	0.1102787219
1813	0.1102738236
1814	0.1102656389
1815	0.1102582271
1816	0.1102453968
1817	0.1102377692
1818	0.1102320795
1819	0.1102247263
1820	0.1102129382
1821	0.1102089778
1822	0.1102023905
1823	0.110189015
1824	0.1101813001
1825	0.1101726697
1826	0.1101600645
1827	0.1101537532
1828	0.1101497887
1829	0.1101348965
1830	0.1101258851
1831	0.1101170056
1832	0.1101153238
1833	0.1101132591
1834	0.1101054357
1835	0.1100935789
1836	0.1100807441
1837	0.1100681353
1838	0.1100638015
1839	0.1100589835
1840	0.1100568994
1841	0.1100525823
1842	0.1100498999
1843	0.1100379935
1844	0.1100261933
1845	0.1100230021
1846	0.1100165556
1847	0.1100117777
1848	0.1100059285
1849	0.1100026856
1850	0.1099906524
1851	0.1099852424
1852	0.1099820061
1853	0.1099748926
1854	0.1099673626
1855	0.1099601819
1856	0.109946355
1857	0.109941747
1858	0.1099364621
1859	0.1099278829
1860	0.1099247547
1861	0.1099210837
1862	0.109913241
1863	0.1099070026
1864	0.1099004605
1865	0.1098883526
1866	0.1098852638
1867	0.1098762924
1868	0.1098642638
1869	0.1098611988
1870	0.1098569444
1871	0.1098499356
1872	0.1098413515
1873	0.1098305166
1874	0.1098222689
1875	0.1098076738
1876	0.1098003772
1877	0.1097976763
1878	0.1097918734
1879	0.1097853129
1880	0.109779186
1881	0.1097726801
1882	0.1097634155
1883	0.1097593865
1884	0.1097508005
1885	0.1097398555
1886	0.1097324231
1887	0.1097230043
1888	0.1097153612
1889	0.1097118406
1890	0.1096990159
1891	0.1096894986
1892	0.1096694823
1893	0.1096663551
1894	0.1096614828
1895	0.1096510517
1896	0.1096481488
1897	0.1096443933
1898	0.1096360859
1899	0.1096317156
1900	0.1096253686
1901	0.1096228933
1902	0.1096184494
1903	0.1096156224
1904	0.1096021392
1905	0.1095992504
1906	0.1095910293
1907	0.1095848056
1908	0.1095807032
1909	0.1095742706
1910	0.1095722013
1911	0.1095622139
1912	0.1095484315
1913	0.1095447499
1914	0.1095399373
1915	0.1095315783
1916	0.1095201011
1917	0.1095163726
1918	0.1095133293
1919	0.1095085775
1920	0.109506675
1921	0.1094985561
1922	0.1094935734
1923	0.1094897492
1924	0.109478445
1925	0.1094707856
1926	0.1094599876
1927	0.1094541044
1928	0.1094469438
1929	0.1094446085
1930	0.1094369495
1931	0.1094342461
1932	0.1094272051
1933	0.1094141573
1934	0.1094110366
1935	0.1094042028
1936	0.1093946554
1937	0.1093860506
1938	0.1093829491
1939	0.1093769419
1940	0.1093699409
1941	0.1093611159
1942	0.1093539045
1943	0.1093495059
1944	0.1093383262
1945	0.1093262115
1946	0.1093191701
1947	0.1093130666
1948	0.1093042386
1949	0.1092932417
1950	0.109289694
1951	0.1092782902
1952	0.1092707712
1953	0.1092655574
1954	0.1092534772
1955	0.1092488382
1956	0.10922903
1957	0.1092223495
1958	0.109220148
1959	0.1092140739
1960	0.1092095718
1961	0.1092051115
1962	0.1091999915
1963	0.1091964443
1964	0.1091855512
1965	0.1091753626
1966	0.1091732591
1967	0.1091676131
1968	0.1091575087
1969	0.109144542
1970	0.109133219
1971	0.1091260656
1972	0.1091188455
1973	0.1091147299
1974	0.1091059832
1975	0.1091029244
1976	0.1091004615
1977	0.109096996
1978	0.1090859504
1979	0.1090813399
1980	0.1090742968
1981	0.1090714722
1982	0.1090681182
1983	0.1090566906
1984	0.1090475401
1985	0.109045874
1986	0.1090421523
1987	0.1090404585
1988	0.1090293961
1989	0.1090273471
1990	0.1090245382
1991	0.1090107079
1992	0.1090029643
1993	0.108999851
1994	0.1089905599
1995	0.108980194
1996	0.1089760647
1997	0.1089648774
1998	0.1089511424
1999	0.1089408195
2000	0.1089298415
2001	0.1089231034
2002	0.108912167
2003	0.1089051317
2004	0.1088945961
2005	0.1088837407
2006	0.1088761013
2007	0.1088568022
2008	0.1088549161
2009	0.10884467
2010	0.1088335886
2011	0.1088309206
2012	0.1088182658
2013	0.1088154523
2014	0.1088034675
2015	0.1087902572
2016	0.1087839618
2017	0.1087720829
2018	0.1087550276
2019	0.1087458987
2020	0.1087370238
2021	0.1087332569
2022	0.1087284189
2023	0.1087114571
2024	0.1087001054
2025	0.1086973386
2026	0.1086893952
2027	0.1086876372
2028	0.1086753753
2029	0.1086646814
2030	0.1086619363
2031	0.1086551349
2032	0.1086404219
2033	0.108637706
2034	0.1086210701
2035	0.1086134475
2036	0.1086007356
2037	0.1085870983
2038	0.1085825417
2039	0.108571405
2040	0.1085688123
2041	0.1085589358
2042	0.1085522862
2043	0.1085503746
2044	0.1085433614
2045	0.1085337498
2046	0.1085320546
2047	0.1085216217
2048	0.1085090462
2049	0.1084974775
2050	0.1084906802
2051	0.1084838125
2052	0.108481228
2053	0.1084662584
2054	0.1084590243
2055	0.1084458504
2056	0.108433906
2057	0.1084206805
2058	0.1084190111
2059	0.1084090518
2060	0.1083984534
2061	0.1083836176
2062	0.1083652128
2063	0.1083625433
2064	0.1083515161
2065	0.1083489899
2066	0.1083360415
2067	0.1083294817
2068	0.1083207143
2069	0.1083154087
2070	0.1083119485
2071	0.1083039172
2072	0.1082985522
2073	0.1082872094
2074	0.1082819032
2075	0.1082704814
2076	0.1082626283
2077	0.1082609928
2078	0.1082506924
2079	0.1082451443
2080	0.1082371029
2081	0.1082219711
2082	0.1082098567
2083	0.108206104
2084	0.1081948792
2085	0.1081811972
2086	0.108176557
2087	0.1081716593
2088	0.1081552173
2089	0.1081456628
2090	0.1081343509
2091	0.1081224492
2092	0.1081143534
2093	0.1081102642
2094	0.1081049327
2095	0.1080948843
2096	0.1080914945
2097	0.1080799119
2098	0.1080755583
2099	0.1080615236
2100	0.1080480753
2101	0.1080419774
2102	0.1080338202
2103	0.1080204792
2104	0.1080104545
2105	0.1080078794
2106	0.108000965
2107	0.107997626
2108	0.107986697
2109	0.1079728728
2110	0.1079608394
2111	0.107955855
2112	0.1079477844
2113	0.1079366841
2114	0.1079272747
2115	0.1079209415
2116	0.1079141554
2117	0.1078978775
2118	0.1078912681
2119	0.1078895043
2120	0.1078783567
2121	0.1078606308
2122	0.107852734
2123	0.1078374838
2124	0.1078270482
2125	0.1078190801
2126	0.1078158147
2127	0.1078060088
2128	0.107804445
2129	0.1077953637
2130	0.1077843804
2131	0.1077763551
2132	0.1077681908
2133	0.1077576444
2134	0.1077552985
2135	0.1077446613
2136	0.1077423306
2137	0.10773983
2138	0.1077321768
2139	0.1077290027
2140	0.1077213566
2141	0.1077057473
2142	0.1077028306
2143	0.1076897061
2144	0.1076850003
2145	0.1076748925
2146	0.1076662267
2147	0.1076564476
2148	0.1076420851
2149	0.1076305751
2150	0.1076191108
2151	0.1076053476
2152	0.1075939454
2153	0.1075823903
2154	0.1075734579
2155	0.1075570858
2156	0.1075499099
2157	0.1075322879
2158	0.107516582
2159	0.1075141387
2160	0.1075045849
2161	0.1074916658
2162	0.107485554
2163	0.107476117
2164	0.1074644431
2165	0.1074587482
2166	0.1074563257
2167	0.1074440707
2168	0.1074363307
2169	0.1074320994
2170	0.1074228855
2171	0.1074071501
2172	0.1073983749
2173	0.1073889897
2174	0.1073814208
2175	0.107372691
2176	0.1073613549
2177	0.107358953
2178	0.1073507711
2179	0.1073481603
2180	0.1073430699
2181	0.1073342421
2182	0.1073289088
2183	0.1073270103
2184	0.1073181786
2185	0.1073075542
2186	0.1073060387
2187	0.107304387
2188	0.1072944057
2189	0.1072866844
2190	0.1072811373
2191	0.1072693506
2192	0.1072587764
2193	0.1072522284
2194	0.1072419233
2195	0.1072343215
2196	0.1072319586
2197	0.107225738
2198	0.1072174011
2199	0.1072079164
2200	0.1072029491
2201	0.1071921115
2202	0.1071872697
2203	0.1071820181
2204	0.1071740472
2205	0.1071666908
2206	0.1071546429
2207	0.10714154
2208	0.1071365275
2209	0.1071277903
2210	0.1071198663
2211	0.1071082025
2212	0.1070926944
2213	0.1070828119
2214	0.1070752329
2215	0.1070649164
2216	0.1070634504
2217	0.1070512949
2218	0.1070411451
2219	0.107025648
2220	0.1070159461
2221	0.1070073562
2222	0.1069966328
2223	0.1069901361
2224	0.1069779412
2225	0.1069685923
2226	0.106962345
2227	0.1069543951
2228	0.1069428304
2229	0.1069319138
2230	0.1069270981
2231	0.1069136051
2232	0.1069054378
2233	0.1069039874
2234	0.1068962329
2235	0.1068882439
2236	0.1068803197
2237	0.1068719524
2238	0.1068623409
2239	0.1068469967
2240	0.1068425348
2241	0.1068358022
2242	0.1068246521
2243	0.1068201008
2244	0.1068152786
2245	0.1067988643
2246	0.1067911935
2247	0.1067871837
2248	0.1067803531
2249	0.106761053
2250	0.1067482214
2251	0.106735491
2252	0.1067340469
2253	0.1067148755
2254	0.1067021654
2255	0.1066904134
2256	0.1066799078
2257	0.1066693094
2258	0.1066588159
2259	0.1066514587
2260	0.1066413787
2261	0.1066252775
2262	0.1066164381
2263	0.1066005216
2264	0.1065905129
2265	0.1065867385
2266	0.1065739289
2267	0.1065612225
2268	0.1065513243
2269	0.1065373751
2270	0.1065304599
2271	0.1065179573
2272	0.1065079669
2273	0.1064979902
2274	0.1064872715
2275	0.1064843271
2276	0.1064734315
2277	0.1064638955
2278	0.1064560272
2279	0.1064456479
2280	0.106437344
2281	0.1064223473
2282	0.1064151966
2283	0.1064056236
2284	0.1063961635
2285	0.1063896459
2286	0.1063830944
2287	0.1063740289
2288	0.1063641404
2289	0.1063591327
2290	0.1063538972
2291	0.106344059
2292	0.1063284834
2293	0.1063170176
2294	0.106309488
2295	0.1063079851
2296	0.1063057389
2297	0.106290835
2298	0.1062879585
2299	0.1062779553
2300	0.1062660074
2301	0.1062565281
2302	0.1062458057
2303	0.1062407865
2304	0.1062311125
2305	0.1062210347
2306	0.1062113548
2307	0.1062051091
2308	0.1062002876
2309	0.1061920953
2310	0.1061904247
2311	0.1061823229
2312	0.1061683161
2313	0.1061537026
2314	0.1061437201
2315	0.1061340033
2316	0.106129633
2317	0.1061283423
2318	0.1061205179
2319	0.1061133914
2320	0.1061065996
2321	0.1060918119
2322	0.1060848548
2323	0.1060698458
2324	0.1060587275
2325	0.1060525514
2326	0.1060463677
2327	0.1060374351
2328	0.1060314567
2329	0.1060216004
2330	0.106014215
2331	0.1060073506
2332	0.1060051779
2333	0.1060029989
2334	0.1059883056
2335	0.1059753787
2336	0.1059685022
2337	0.1059624207
2338	0.1059535815
2339	0.1059464802
2340	0.1059443699
2341	0.105934735
2342	0.1059299741
2343	0.1059228985
2344	0.1059089496
2345	0.1058961389
2346	0.1058815579
2347	0.105867073
2348	0.1058562698
2349	0.1058502882
2350	0.1058428192
2351	0.1058379766
2352	0.1058336739
2353	0.1058192794
2354	0.1058107656
2355	0.1058012171
2356	0.1057967113
2357	0.1057945957
2358	0.1057894802
2359	0.1057852654
2360	0.1057766953
2361	0.1057672343
2362	0.1057659288
2363	0.1057513093
2364	0.1057422693
2365	0.1057318601
2366	0.1057176489
2367	0.1057103193
2368	0.1057036254
2369	0.1056967777
2370	0.1056858585
2371	0.1056790557
2372	0.1056747238
2373	0.1056667653
2374	0.1056546145
2375	0.1056400117
2376	0.1056318364
2377	0.1056226179
2378	0.1056085165
2379	0.105607148
2380	0.1056014731
2381	0.1055994165
2382	0.1055913172
2383	0.1055834375
2384	0.1055737668
2385	0.1055688536
2386	0.1055601352
2387	0.1055494808
2388	0.1055352661
2389	0.1055247364
2390	0.1055234382
2391	0.1055160199
2392	0.1055092738
2393	0.1054936299
2394	0.1054863954
2395	0.10548155
2396	0.1054708541
2397	0.1054609702
2398	0.1054536316
2399	0.1054473534
2400	0.1054460416
2401	0.1054398029
2402	0.1054344297
2403	0.1054254494
2404	0.1054169031
2405	0.1054065943
2406	0.105397713
2407	0.1053911273
2408	0.1053791591
2409	0.1053678724
2410	0.1053652525
2411	0.1053514205
2412	0.1053434501
2413	0.1053354949
2414	0.1053280931
2415	0.1053203442
2416	0.1053164144
2417	0.1053097915
2418	0.1053015557
2419	0.105285973
2420	0.1052734422
2421	0.1052642448
2422	0.1052575557
2423	0.1052475514
2424	0.1052321699
2425	0.1052190912
2426	0.105214864
2427	0.1052008246
2428	0.1051932709
2429	0.1051782748
2430	0.1051683107
2431	0.1051606586
2432	0.1051483418
2433	0.1051393369
2434	0.1051329772
2435	0.1051260442
2436	0.1051108447
2437	0.1051032295
2438	0.1050929428
2439	0.1050861905
2440	0.1050750204
2441	0.1050659911
2442	0.1050581134
2443	0.1050444436
2444	0.1050363545
2445	0.105024464
2446	0.1050144581
2447	0.1050009344
2448	0.1049910267
2449	0.104981122
2450	0.1049665308
2451	0.1049587925
2452	0.1049481622
2453	0.1049371212
2454	0.104923254
2455	0.1049078921
2456	0.1048904953
2457	0.1048794863
2458	0.1048699526
2459	0.1048582282
2460	0.1048441795
2461	0.1048295335
2462	0.1048200879
2463	0.1048105953
2464	0.1048040688
2465	0.1047883718
2466	0.1047766012
2467	0.1047707658
2468	0.1047614253
2469	0.1047484574
2470	0.1047432693
2471	0.1047389253
2472	0.1047308465
2473	0.1047162497
2474	0.1047079015
2475	0.104694595
2476	0.1046822822
2477	0.1046670735
2478	0.1046570119
2479	0.1046521645
2480	0.1046386385
2481	0.104637554
2482	0.1046231471
2483	0.1046185773
2484	0.1046092686
2485	0.1045999575
2486	0.1045945108
2487	0.1045853083
2488	0.104583331
2489	0.1045739217
2490	0.1045648096
2491	0.104554783
2492	0.104542099
2493	0.1045333091
2494	0.104527357
2495	0.1045152495
2496	0.1045069941
2497	0.1044938938
2498	0.1044798837
2499	0.1044702397
2500	0.1044610374
2501	0.1044525921
2502	0.1044380313
2503	0.1044237887
2504	0.1044106566
2505	0.1044037283
2506	0.1043997147
2507	0.1043904301
2508	0.1043759843
2509	0.104366276
2510	0.1043566168
2511	0.1043460286
2512	0.1043339529
2513	0.1043222668
2514	0.1043119941
2515	0.1042979809
2516	0.1042845125
2517	0.1042720226
2518	0.1042624863
2519	0.1042545378
2520	0.1042429329
2521	0.1042374611
2522	0.104226344
2523	0.1042168388
2524	0.1042083686
2525	0.10419785
2526	0.1041910099
2527	0.1041762716
2528	0.104168894
2529	0.1041625997
2530	0.1041581707
2531	0.1041509645
2532	0.1041389594
2533	0.1041279581
2534	0.1041228702
2535	0.1041054884
2536	0.1040922961
2537	0.1040824939
2538	0.1040737
2539	0.1040604204
2540	0.1040548933
2541	0.10404177
2542	0.1040366758
2543	0.1040236462
2544	0.1040196955
2545	0.1040178006
2546	0.104005394
2547	0.1039941232
2548	0.1039922009
2549	0.1039762653
2550	0.1039620753
2551	0.1039528903
2552	0.1039422482
2553	0.1039303224
2554	0.1039241736
2555	0.1039073337
2556	0.1038993313
2557	0.1038948317
2558	0.1038821471
2559	0.1038763134
2560	0.1038662955
2561	0.1038572333
2562	0.1038509779
2563	0.1038429296
2564	0.103831045
2565	0.1038233579
2566	0.1038183174
2567	0.103807768
2568	0.1037987687
2569	0.1037858608
2570	0.1037790088
2571	0.1037753132
2572	0.1037653295
2573	0.1037634384
2574	0.1037499936
2575	0.1037392162
2576	0.1037301858
2577	0.1037239963
2578	0.1037144057
2579	0.1037012657
2580	0.1036935229
2581	0.103683838
2582	0.1036774023
2583	0.1036636535
2584	0.1036585164
2585	0.1036566399
2586	0.1036449182
2587	0.1036364467
2588	0.1036292621
2589	0.1036209031
2590	0.103607254
2591	0.1035947907
2592	0.1035885348
2593	0.1035800966
2594	0.1035747287
2595	0.1035686909
2596	0.103552524
2597	0.1035411145
2598	0.1035303613
2599	0.1035169901
2600	0.1035102574
2601	0.1035018246
2602	0.1034918187
2603	0.1034824095
2604	0.1034702332
2605	0.1034607694
2606	0.1034447357
2607	0.1034302837
2608	0.103426643
2609	0.1034165717
2610	0.103408435
2611	0.1033958075
2612	0.1033825963
2613	0.1033695051
2614	0.1033559523
2615	0.1033424392
2616	0.103329525
2617	0.103318193
2618	0.1033082299
2619	0.1032979964
2620	0.1032884615
2621	0.1032769169
2622	0.1032675431
2623	0.1032559255
2624	0.1032546654
2625	0.1032418866
2626	0.1032367347
2627	0.1032232827
2628	0.1032176339
2629	0.1032099028
2630	0.1032008172
2631	0.1031935592
2632	0.1031848328
2633	0.103172181
2634	0.103170351
2635	0.1031609523
2636	0.1031521603
2637	0.1031401362
2638	0.1031345266
2639	0.1031200756
2640	0.1031120802
2641	0.103099808
2642	0.1030898777
2643	0.1030807581
2644	0.1030720204
2645	0.1030661382
2646	0.1030591
2647	0.1030551718
2648	0.1030508272
2649	0.1030443091
2650	0.1030340181
2651	0.1030235823
2652	0.1030117885
2653	0.1030034654
2654	0.1029914714
2655	0.1029861315
2656	0.1029749033
2657	0.1029654298
2658	0.1029611274
2659	0.1029523857
2660	0.1029458301
2661	0.1029405405
2662	0.1029315153
2663	0.1029236137
2664	0.1029143612
2665	0.1029042168
2666	0.1028919512
2667	0.1028830719
2668	0.1028776993
2669	0.1028732449
2670	0.1028590041
2671	0.1028503938
2672	0.1028376898
2673	0.1028262687
2674	0.1028198704
2675	0.1028061898
2676	0.1027985564
2677	0.1027884307
2678	0.1027792972
2679	0.1027706296
2680	0.1027619379
2681	0.1027559953
2682	0.1027443363
2683	0.1027404582
2684	0.1027291867
2685	0.1027176311
2686	0.1027068985
2687	0.1027009219
2688	0.1026924819
2689	0.1026790306
2690	0.1026676126
2691	0.1026603167
2692	0.1026465618
2693	0.1026402995
2694	0.1026317824
2695	0.1026216823
2696	0.10261424
2697	0.1026054535
2698	0.1025973495
2699	0.102587322
2700	0.1025785096
2701	0.1025681577
2702	0.1025580374
2703	0.1025487106
2704	0.1025411167
2705	0.1025328144
2706	0.1025248388
2707	0.1025116354
2708	0.1025045321
2709	0.1024962623
2710	0.1024877444
2711	0.1024802018
2712	0.1024711703
2713	0.1024642109
2714	0.1024510887
2715	0.1024423273
2716	0.1024375958
2717	0.102427623
2718	0.1024209116
2719	0.1024113516
2720	0.1024029087
2721	0.1023967343
2722	0.1023866222
2723	0.102380625
2724	0.1023718653
2725	0.1023613557
2726	0.1023543046
2727	0.1023415894
2728	0.1023303909
2729	0.1023168021
2730	0.1023057584
2731	0.1022906012
2732	0.1022794677
2733	0.1022684666
2734	0.1022590585
2735	0.102248848
2736	0.1022379415
2737	0.1022259135
2738	0.102219012
2739	0.1022091009
2740	0.1022008132
2741	0.1021970742
2742	0.1021879749
2743	0.1021777417
2744	0.1021680681
2745	0.1021591253
2746	0.1021507882
2747	0.1021422124
2748	0.1021317221
2749	0.1021253487
2750	0.1021202984
2751	0.1021115291
2752	0.1020971281
2753	0.1020888693
2754	0.1020794993
2755	0.1020687874
2756	0.1020594293
2757	0.1020453424
2758	0.1020359778
2759	0.1020212035
2760	0.1020093519
2761	0.1019957377
2762	0.1019878852
2763	0.1019781007
2764	0.1019681621
2765	0.1019615733
2766	0.1019504955
2767	0.1019421479
2768	0.1019294085
2769	0.1019212244
2770	0.1019159042
2771	0.1019084953
2772	0.1018952528
2773	0.1018887927
2774	0.1018811288
2775	0.101873408
2776	0.1018624063
2777	0.1018606484
2778	0.1018525266
2779	0.1018441295
2780	0.1018354557
2781	0.1018257826
2782	0.1018198679
2783	0.1018083679
2784	0.101802358
2785	0.1017985724
2786	0.1017814273
2787	0.1017712562
2788	0.1017634307
2789	0.101755454
2790	0.1017494339
2791	0.1017408755
2792	0.101732451
2793	0.1017231305
2794	0.101717798
2795	0.1017099782
2796	0.1017014875
2797	0.1016908223
2798	0.1016787536
2799	0.1016747135
2800	0.1016633287
2801	0.1016513734
2802	0.1016426309
2803	0.1016301058
2804	0.101619229
2805	0.101610919
2806	0.1016016644
2807	0.1015911107
2808	0.101580676
2809	0.1015676141
2810	0.1015610328
2811	0.1015529366
2812	0.1015432812
2813	0.1015345838
2814	0.1015270277
2815	0.1015213293
2816	0.1015106913
2817	0.1015035562
2818	0.1014924565
2819	0.1014851506
2820	0.1014761467
2821	0.1014654301
2822	0.1014520499
2823	0.1014477672
2824	0.1014360013
2825	0.1014295812
2826	0.1014209364
2827	0.1014151191
2828	0.1014039965
2829	0.1014022056
2830	0.1013926634
2831	0.1013829406
2832	0.1013762287
2833	0.1013689832
2834	0.1013650186
2835	0.1013592556
2836	0.1013483523
2837	0.1013399071
2838	0.1013297874
2839	0.1013236584
2840	0.1013148331
2841	0.101303272
2842	0.101296654
2843	0.1012886005
2844	0.1012833254
2845	0.1012719631
2846	0.1012622936
2847	0.1012587584
2848	0.1012498059
2849	0.1012415374
2850	0.1012349954
2851	0.1012241944
2852	0.1012167243
2853	0.1012067585
2854	0.1011992652
2855	0.1011909779
2856	0.1011852855
2857	0.1011756956
2858	0.1011611358
2859	0.1011503738
2860	0.10114021
2861	0.1011309384
2862	0.1011259641
2863	0.1011181938
2864	0.1011165123
2865	0.1011027921
2866	0.1010942975
2867	0.1010857384
2868	0.1010771791
2869	0.1010721903
2870	0.1010640055
2871	0.1010583328
2872	0.1010536128
2873	0.1010423597
2874	0.1010336573
2875	0.1010256011
2876	0.10101582
2877	0.1010058034
2878	0.1009949472
2879	0.1009872524
2880	0.1009799282
2881	0.100969975
2882	0.1009597569
2883	0.1009519704
2884	0.1009420792
2885	0.1009335142
2886	0.1009195513
2887	0.1009089087
2888	0.1009072413
2889	0.1008924364
2890	0.1008845616
2891	0.1008724203
2892	0.1008662426
2893	0.1008584885
2894	0.1008500628
2895	0.1008434336
2896	0.1008383845
2897	0.1008258847
2898	0.1008202937
2899	0.1008118863
2900	0.1008063278
2901	0.100797842
2902	0.1007940811
2903	0.1007844443
2904	0.1007730512
2905	0.1007706383
2906	0.1007629452
2907	0.1007488083
2908	0.1007426
2909	0.1007305073
2910	0.1007209284
2911	0.1007168468
2912	0.1007046494
2913	0.1006956586
2914	0.1006863344
2915	0.1006787011
2916	0.1006736624
2917	0.1006651634
2918	0.1006575419
2919	0.1006482183
2920	0.1006405577
2921	0.100631961
2922	0.1006238232
2923	0.1006167295
